drug,drug_class,target,activity,activity_recoded,ki_lower_nm,ki_upper_nm,modelled_ki_nm,ki_is_range,log10_ki_nm,pKi,source_url,evidence_note,last_verified_at
Doxepin,Tricyclic,H1,Antagonist,Antagonist,0.09,1.23,0.332716095192283,True,-0.477926189560639,9.47792618956064,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=1225,"A human H1 receptor structure solved with doxepin identifies doxepin as an H1 receptor antagonist bound in the receptor pocket. This provides direct human receptor-level evidence, though from structural rather than cell-functional assay context.",2026-04-16
Doxepin,Tricyclic,H2,,,,174,174,False,2.2405492482826,6.7594507517174,,,2026-04-16
Doxepin,Tricyclic,H3,,,,39800,39800,False,4.59988307207369,4.40011692792631,,,2026-04-16
Doxepin,Tricyclic,H4,,,,15100,15100,False,4.17897694729317,4.82102305270683,,,2026-04-16
Imipramine,Tricyclic,DAT,,,,8500,8500,False,3.92941892571429,5.07058107428571,,,2026-04-16
Imipramine,Tricyclic,D1,,,10000,,10000,False,4,5,,,2026-04-16
Imipramine,Tricyclic,D2,Antagonist,Antagonist,620,726,670.909830006984,True,2.82666415509917,6.17333584490083,https://www.ncbi.nlm.nih.gov/sites/books/NBK557656/,StatPearls states imipramine blocks D2 receptors. The source is a mechanism summary and does not provide the specific functional assay context in the retrieved snippet.,2026-04-16
Imipramine,Tricyclic,D3,,,,387,387,False,2.58771096501891,6.41228903498109,,,2026-04-16
Imipramine,Tricyclic,SERT,Inhibitor,Antagonist,1.3,1.4,1.3490737563232,True,0.130035693992537,8.86996430600746,https://www.ncbi.nlm.nih.gov/sites/books/NBK557656/,"StatPearls states imipramine blocks reuptake of norepinephrine and serotonin, supporting NET/SERT inhibition. The reviewed source is a clinical mechanism summary rather than a single uptake assay report.",2026-04-16
Imipramine,Tricyclic,5-HT1A,,,5800,,5800,False,3.76342799356294,5.23657200643706,,,2026-04-16
Imipramine,Tricyclic,5-HT2A,,,80,150,109.544511501033,True,2.03959062302381,6.96040937697619,,,2026-04-16
Imipramine,Tricyclic,5-HT2C,,,,120,120,False,2.07918124604762,6.92081875395238,,,2026-04-16
Imipramine,Tricyclic,5-HT3,,,970,3651,1881.87937976906,True,3.27459178360799,5.72540821639201,,,2026-04-16
Imipramine,Tricyclic,5-HT6,,,190,209,199.273681152329,True,2.29944994353194,6.70055005646806,,,2026-04-16
Imipramine,Tricyclic,5-HT7,,,1000,,1000,False,3,6,,,2026-04-16
Imipramine,Tricyclic,NET,Inhibitor,Antagonist,20,37,27.2029410174709,True,1.43461585986549,7.56538414013451,https://www.ncbi.nlm.nih.gov/sites/books/NBK557656/,"StatPearls states imipramine blocks reuptake of norepinephrine and serotonin, supporting NET/SERT inhibition. The reviewed source is a clinical mechanism summary rather than a single uptake assay report.",2026-04-16
Imipramine,Tricyclic,α1,Antagonist,Antagonist,,32,32,False,1.50514997831991,7.49485002168009,https://www.ncbi.nlm.nih.gov/sites/books/NBK557656/,"StatPearls states imipramine blocks antimuscarinic receptors, alpha-1/alpha-2 adrenergic receptors, and H1 receptors. This row was labelled Antagonist from that mechanism summary; subtype-specific assay details were not shown.",2026-04-16
Imipramine,Tricyclic,α2,Antagonist,Antagonist,,3100,3100,False,3.49136169383427,5.50863830616573,https://www.ncbi.nlm.nih.gov/sites/books/NBK557656/,"StatPearls states imipramine blocks antimuscarinic receptors, alpha-1/alpha-2 adrenergic receptors, and H1 receptors. This row was labelled Antagonist from that mechanism summary; subtype-specific assay details were not shown.",2026-04-16
Imipramine,Tricyclic,β,,,10000,,10000,False,4,5,,,2026-04-16
Imipramine,Tricyclic,M1,Antagonist,Antagonist,,42,42,False,1.6232492903979,7.3767507096021,https://www.ncbi.nlm.nih.gov/sites/books/NBK557656/,"StatPearls states imipramine blocks antimuscarinic receptors, alpha-1/alpha-2 adrenergic receptors, and H1 receptors. This row was labelled Antagonist from that mechanism summary; subtype-specific assay details were not shown.",2026-04-16
Imipramine,Tricyclic,M2,Antagonist,Antagonist,,88,88,False,1.94448267215017,7.05551732784983,https://www.ncbi.nlm.nih.gov/sites/books/NBK557656/,"StatPearls states imipramine blocks antimuscarinic receptors, alpha-1/alpha-2 adrenergic receptors, and H1 receptors. This row was labelled Antagonist from that mechanism summary; subtype-specific assay details were not shown.",2026-04-16
Imipramine,Tricyclic,M3,Antagonist,Antagonist,,60,60,False,1.77815125038364,7.22184874961636,https://www.ncbi.nlm.nih.gov/sites/books/NBK557656/,"StatPearls states imipramine blocks antimuscarinic receptors, alpha-1/alpha-2 adrenergic receptors, and H1 receptors. This row was labelled Antagonist from that mechanism summary; subtype-specific assay details were not shown.",2026-04-16
Imipramine,Tricyclic,M4,Antagonist,Antagonist,,112,112,False,2.04921802267018,6.95078197732982,https://www.ncbi.nlm.nih.gov/sites/books/NBK557656/,"StatPearls states imipramine blocks antimuscarinic receptors, alpha-1/alpha-2 adrenergic receptors, and H1 receptors. This row was labelled Antagonist from that mechanism summary; subtype-specific assay details were not shown.",2026-04-16
Imipramine,Tricyclic,M5,Antagonist,Antagonist,,83,83,False,1.91907809237607,7.08092190762393,https://www.ncbi.nlm.nih.gov/sites/books/NBK557656/,"StatPearls states imipramine blocks antimuscarinic receptors, alpha-1/alpha-2 adrenergic receptors, and H1 receptors. This row was labelled Antagonist from that mechanism summary; subtype-specific assay details were not shown.",2026-04-16
Imipramine,Tricyclic,mACh,Antagonist,Antagonist,,46,46,False,1.66275783168157,7.33724216831843,https://www.ncbi.nlm.nih.gov/sites/books/NBK557656/,"StatPearls states imipramine blocks antimuscarinic receptors, alpha-1/alpha-2 adrenergic receptors, and H1 receptors. This row was labelled Antagonist from that mechanism summary; subtype-specific assay details were not shown.",2026-04-16
Imipramine,Tricyclic,H1,Antagonist,Antagonist,7.6,37,16.7690190530037,True,1.22450765817389,7.77549234182611,https://www.ncbi.nlm.nih.gov/sites/books/NBK557656/,"StatPearls states imipramine blocks antimuscarinic receptors, alpha-1/alpha-2 adrenergic receptors, and H1 receptors. This row was labelled Antagonist from that mechanism summary; subtype-specific assay details were not shown.",2026-04-16
Imipramine,Tricyclic,H2,,,,550,550,False,2.74036268949424,6.25963731050576,,,2026-04-16
Imipramine,Tricyclic,H3,,,100000,,100000,False,5,4,,,2026-04-16
Imipramine,Tricyclic,H4,,,,24000,24000,False,4.38021124171161,4.61978875828839,,,2026-04-16
Imipramine,Tricyclic,σ1,,,332,520,415.499699157532,True,2.61857071366942,6.38142928633058,,,2026-04-16
Imipramine,Tricyclic,σ2,,,327,2100,828.673639015988,True,2.9183835236971,6.0816164763029,,,2026-04-16
Imipramine,Tricyclic,hERG,,,,3400,3400,False,3.53147891704226,5.46852108295775,,,2026-04-16
Lofepramine,Tricyclic,DAT,,,10000,,10000,False,4,5,,,2026-04-16
Lofepramine,Tricyclic,D1,,,,500,500,False,2.69897000433602,6.30102999566398,,,2026-04-16
Lofepramine,Tricyclic,D2,,,,2000,2000,False,3.30102999566398,5.69897000433602,,,2026-04-16
Lofepramine,Tricyclic,SERT,Inhibitor,Antagonist,,70,70,False,1.84509804001426,7.15490195998574,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7551&tab=clinical,GtoPdb clinical summary states lofepramine acts as a norepinephrine and serotonin reuptake inhibitor. The retrieved summary is mechanism-level curation rather than one named transporter assay.,2026-04-16
Lofepramine,Tricyclic,5-HT1A,,,,4600,4600,False,3.66275783168157,5.33724216831843,,,2026-04-16
Lofepramine,Tricyclic,5-HT2A,,,,200,200,False,2.30102999566398,6.69897000433602,,,2026-04-16
Lofepramine,Tricyclic,NET,Inhibitor,Antagonist,,5.4,5.4,False,0.732393759822969,8.26760624017703,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7551&tab=clinical,"GtoPdb clinical summary states lofepramine acts as a norepinephrine and serotonin reuptake inhibitor, with desipramine as an active NET-preferring metabolite. The mechanism summary does not give a single assay system in the retrieved snippet.",2026-04-16
Lofepramine,Tricyclic,α1,,,,100,100,False,2,7,,,2026-04-16
Lofepramine,Tricyclic,α2,,,,2700,2700,False,3.43136376415899,5.56863623584101,,,2026-04-16
Lofepramine,Tricyclic,β,,,10000,,10000,False,4,5,,,2026-04-16
Lofepramine,Tricyclic,M1,,,,67,67,False,1.82607480270083,7.17392519729917,,,2026-04-16
Lofepramine,Tricyclic,M2,,,,330,330,False,2.51851393987789,6.48148606012211,,,2026-04-16
Lofepramine,Tricyclic,M3,,,,130,130,False,2.11394335230684,6.88605664769316,,,2026-04-16
Lofepramine,Tricyclic,M4,,,,340,340,False,2.53147891704226,6.46852108295775,,,2026-04-16
Lofepramine,Tricyclic,M5,,,,460,460,False,2.66275783168157,6.33724216831843,,,2026-04-16
Lofepramine,Tricyclic,mACh,,,,67,67,False,1.82607480270083,7.17392519729917,,,2026-04-16
Lofepramine,Tricyclic,H1,,,245,360,296.98484809835,True,2.47273429256591,6.52726570743409,,,2026-04-16
Lofepramine,Tricyclic,H2,,,,4270,4270,False,3.63042787502502,5.36957212497498,,,2026-04-16
Lofepramine,Tricyclic,H3,,,,79400,79400,False,4.8998205024271,4.1001794975729,,,2026-04-16
Lofepramine,Tricyclic,H4,,,,36300,36300,False,4.55990662503611,4.44009337496389,,,2026-04-16
Lofepramine,Tricyclic,σ1,,,,2520,2520,False,3.40140054078154,5.59859945921846,,,2026-04-16
Maprotiline,Tricyclic,DAT,,,,1000,1000,False,3,6,,,2026-04-16
Maprotiline,Tricyclic,D1,,,,402,402,False,2.60422605308447,6.39577394691553,,,2026-04-16
Maprotiline,Tricyclic,D2,,,350,665,482.441706323158,True,2.68344484482669,6.31655515517331,,,2026-04-16
Maprotiline,Tricyclic,D3,,,,504,504,False,2.70243053644553,6.29756946355448,,,2026-04-16
Maprotiline,Tricyclic,SERT,,,,5800,5800,False,3.76342799356294,5.23657200643706,,,2026-04-16
Maprotiline,Tricyclic,5-HT2A,,,,51,51,False,1.70757017609794,7.29242982390206,,,2026-04-16
Maprotiline,Tricyclic,5-HT2C,,,,122,122,False,2.08635983067475,6.91364016932525,,,2026-04-16
Maprotiline,Tricyclic,5-HT7,,,,50,50,False,1.69897000433602,7.30102999566398,,,2026-04-16
Maprotiline,Tricyclic,NET,,,11,12,11.4891252930761,True,1.06028696560293,7.93971303439708,,,2026-04-16
Maprotiline,Tricyclic,α1,,,,90,90,False,1.95424250943933,7.04575749056068,,,2026-04-16
Maprotiline,Tricyclic,α2,,,,9400,9400,False,3.9731278535997,5.0268721464003,,,2026-04-16
Maprotiline,Tricyclic,mACh,,,,570,570,False,2.75587485567249,6.24412514432751,,,2026-04-16
Maprotiline,Tricyclic,H1,Antagonist,Antagonist,0.79,2,1.25698050899765,True,0.0993285434772113,8.90067145652279,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=2402,Human brain binding work identified maprotiline as a very potent histamine H1 antagonist alongside doxepin and mianserin. This is binding-based evidence rather than a functional receptor assay.,2026-04-16
Maprotiline,Tricyclic,H2,,,,776,776,False,2.88986172125819,6.11013827874181,,,2026-04-16
Maprotiline,Tricyclic,H3,,,,66100,66100,False,4.82020145948564,4.17979854051436,,,2026-04-16
Maprotiline,Tricyclic,H4,,,,85100,85100,False,4.92992956008459,4.07007043991541,,,2026-04-16
Mianserin,Tricyclic,DAT,,,,9400,9400,False,3.9731278535997,5.0268721464003,,,2026-04-16
Mianserin,Tricyclic,D1,,,426,1420,777.766031657336,True,2.89084897174289,6.10915102825711,,,2026-04-16
Mianserin,Tricyclic,D2,,,2100,2700,2381.17617995813,True,3.37679152944645,5.62320847055355,,,2026-04-16
Mianserin,Tricyclic,D3,,,,2840,2840,False,3.45331834004704,5.54668165995296,,,2026-04-16
Mianserin,Tricyclic,SERT,,,,4000,4000,False,3.60205999132796,5.39794000867204,,,2026-04-16
Mianserin,Tricyclic,5-HT1A,,,400,2600,1019.80390271856,True,3.00851666964939,5.99148333035061,,,2026-04-16
Mianserin,Tricyclic,5-HT1D,,,220,400,296.647939483827,True,2.47224133607509,6.52775866392492,,,2026-04-16
Mianserin,Tricyclic,5-HT1F,,,,13,13,False,1.11394335230684,7.88605664769316,,,2026-04-16
Mianserin,Tricyclic,5-HT2A,Antagonist,Antagonist,1.6,55,9.38083151964686,True,0.972241336075085,8.02775866392492,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=135,"Mianserin pharmacology is consistent with presynaptic alpha-2 antagonism plus 5-HT2/5-HT3 and H1 receptor antagonism in curated antidepressant references. The reviewed GtoPdb snippet did not expose one receptor-specific assay, so this assignment is mechanism-summary based.",2026-04-16
Mianserin,Tricyclic,5-HT2B,Antagonist,Antagonist,1.6,20,5.65685424949238,True,0.752574989159953,8.24742501084005,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=135,"Mianserin pharmacology is consistent with presynaptic alpha-2 antagonism plus 5-HT2/5-HT3 and H1 receptor antagonism in curated antidepressant references. The reviewed GtoPdb snippet did not expose one receptor-specific assay, so this assignment is mechanism-summary based.",2026-04-16
Mianserin,Tricyclic,5-HT2C,Antagonist,Antagonist,0.63,6.5,2.02361063448481,True,0.306126953048219,8.69387304695178,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=135,"Mianserin pharmacology is consistent with presynaptic alpha-2 antagonism plus 5-HT2/5-HT3 and H1 receptor antagonism in curated antidepressant references. The reviewed GtoPdb snippet did not expose one receptor-specific assay, so this assignment is mechanism-summary based.",2026-04-16
Mianserin,Tricyclic,5-HT3,Antagonist,Antagonist,5.8,300,41.7133072292284,True,1.6202746241413,7.3797253758587,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=135,"Mianserin pharmacology is consistent with presynaptic alpha-2 antagonism plus 5-HT2/5-HT3 and H1 receptor antagonism in curated antidepressant references. The reviewed GtoPdb snippet did not expose one receptor-specific assay, so this assignment is mechanism-summary based.",2026-04-16
Mianserin,Tricyclic,5-HT6,,,55,81,66.745786383861,True,1.82442385418645,7.17557614581355,,,2026-04-16
Mianserin,Tricyclic,5-HT7,,,48,56,51.8459255872629,True,1.71471463219089,7.28528536780911,,,2026-04-16
Mianserin,Tricyclic,NET,,,,71,71,False,1.85125834871908,7.14874165128092,,,2026-04-16
Mianserin,Tricyclic,α1,,,,34,34,False,1.53147891704226,7.46852108295775,,,2026-04-16
Mianserin,Tricyclic,α2,Antagonist,Antagonist,,73,73,False,1.86332286012046,7.13667713987954,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=135,"Mianserin pharmacology is consistent with presynaptic alpha-2 antagonism plus 5-HT2/5-HT3 and H1 receptor antagonism in curated antidepressant references. The reviewed GtoPdb snippet did not expose one receptor-specific assay, so this assignment is mechanism-summary based.",2026-04-16
Mianserin,Tricyclic,α2A,Antagonist,Antagonist,,4.8,4.8,False,0.681241237375587,8.31875876262441,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=135,"Mianserin pharmacology is consistent with presynaptic alpha-2 antagonism plus 5-HT2/5-HT3 and H1 receptor antagonism in curated antidepressant references. The reviewed GtoPdb snippet did not expose one receptor-specific assay, so this assignment is mechanism-summary based.",2026-04-16
Mianserin,Tricyclic,α2B,Antagonist,Antagonist,,27,27,False,1.43136376415899,7.56863623584101,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=135,"Mianserin pharmacology is consistent with presynaptic alpha-2 antagonism plus 5-HT2/5-HT3 and H1 receptor antagonism in curated antidepressant references. The reviewed GtoPdb snippet did not expose one receptor-specific assay, so this assignment is mechanism-summary based.",2026-04-16
Mianserin,Tricyclic,α2C,Antagonist,Antagonist,,3.8,3.8,False,0.57978359661681,8.42021640338319,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=135,"Mianserin pharmacology is consistent with presynaptic alpha-2 antagonism plus 5-HT2/5-HT3 and H1 receptor antagonism in curated antidepressant references. The reviewed GtoPdb snippet did not expose one receptor-specific assay, so this assignment is mechanism-summary based.",2026-04-16
Mianserin,Tricyclic,mACh,,,,820,820,False,2.91381385238372,6.08618614761628,,,2026-04-16
Mianserin,Tricyclic,H1,Antagonist,Antagonist,0.3,1.7,0.714142842854285,True,-0.146214911951032,9.14621491195103,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=135,"Mianserin pharmacology is consistent with presynaptic alpha-2 antagonism plus 5-HT2/5-HT3 and H1 receptor antagonism in curated antidepressant references. The reviewed GtoPdb snippet did not expose one receptor-specific assay, so this assignment is mechanism-summary based.",2026-04-16
Mianserin,Tricyclic,H2,,,,437,437,False,2.64048143697042,6.35951856302958,,,2026-04-16
Mianserin,Tricyclic,H3,,,,95500,95500,False,4.98000337158375,4.01999662841625,,,2026-04-16
Mianserin,Tricyclic,H4,,,100000,,100000,False,5,4,,,2026-04-16
Mianserin,Tricyclic,MOR,,,,21000,21000,False,4.32221929473392,4.67778070526608,,,2026-04-16
Mianserin,Tricyclic,DOR,,,,30200,30200,False,4.48000694295715,4.51999305704285,,,2026-04-16
Nortriptyline,Tricyclic,DAT,,,,1140,1140,False,3.05690485133647,5.94309514866353,,,2026-04-16
Nortriptyline,Tricyclic,D2,,,,2570,2570,False,3.40993312333129,5.59006687666871,,,2026-04-16
Nortriptyline,Tricyclic,SERT,Inhibitor,Antagonist,15,18,16.431676725155,True,1.21568188207949,7.78431811792051,https://www.ncbi.nlm.nih.gov/sites/books/NBK482214/,"StatPearls states nortriptyline inhibits reuptake of serotonin and norepinephrine, supporting transporter inhibition. The source is a mechanism overview and does not list a single transporter assay in the snippet reviewed.",2026-04-16
Nortriptyline,Tricyclic,5-HT1A,,,,294,294,False,2.46834733041216,6.53165266958784,,,2026-04-16
Nortriptyline,Tricyclic,5-HT2A,,,5,41,14.3178210632764,True,1.15587693052788,7.84412306947212,,,2026-04-16
Nortriptyline,Tricyclic,5-HT2C,,,,8.5,8.5,False,0.929418925714293,8.07058107428571,,,2026-04-16
Nortriptyline,Tricyclic,5-HT3,,,,1400,1400,False,3.14612803567824,5.85387196432176,,,2026-04-16
Nortriptyline,Tricyclic,5-HT6,,,,148,148,False,2.17026171539496,6.82973828460504,,,2026-04-16
Nortriptyline,Tricyclic,NET,Inhibitor,Antagonist,1.8,4.4,2.81424945589406,True,0.449362590794747,8.55063740920525,https://www.ncbi.nlm.nih.gov/sites/books/NBK482214/,"StatPearls states nortriptyline inhibits reuptake of serotonin and norepinephrine, supporting transporter inhibition. The source is a mechanism overview and does not list a single transporter assay in the snippet reviewed.",2026-04-16
Nortriptyline,Tricyclic,α1,,,,55,55,False,1.74036268949424,7.25963731050576,,,2026-04-16
Nortriptyline,Tricyclic,α2,,,,2030,2030,False,3.30749603791321,5.69250396208679,,,2026-04-16
Nortriptyline,Tricyclic,β,,,10000,,10000,False,4,5,,,2026-04-16
Nortriptyline,Tricyclic,M1,Antagonist,Antagonist,,40,40,False,1.60205999132796,7.39794000867204,https://www.ncbi.nlm.nih.gov/sites/books/NBK482214/,"StatPearls states nortriptyline inhibits histamine and acetylcholine signalling, supporting antagonist activity at H1 and muscarinic receptors. The snippet reviewed did not provide subtype-specific functional assay details.",2026-04-16
Nortriptyline,Tricyclic,M2,Antagonist,Antagonist,,110,110,False,2.04139268515823,6.95860731484178,https://www.ncbi.nlm.nih.gov/sites/books/NBK482214/,"StatPearls states nortriptyline inhibits histamine and acetylcholine signalling, supporting antagonist activity at H1 and muscarinic receptors. The snippet reviewed did not provide subtype-specific functional assay details.",2026-04-16
Nortriptyline,Tricyclic,M3,Antagonist,Antagonist,,50,50,False,1.69897000433602,7.30102999566398,https://www.ncbi.nlm.nih.gov/sites/books/NBK482214/,"StatPearls states nortriptyline inhibits histamine and acetylcholine signalling, supporting antagonist activity at H1 and muscarinic receptors. The snippet reviewed did not provide subtype-specific functional assay details.",2026-04-16
Nortriptyline,Tricyclic,M4,Antagonist,Antagonist,,84,84,False,1.92427928606188,7.07572071393812,https://www.ncbi.nlm.nih.gov/sites/books/NBK482214/,"StatPearls states nortriptyline inhibits histamine and acetylcholine signalling, supporting antagonist activity at H1 and muscarinic receptors. The snippet reviewed did not provide subtype-specific functional assay details.",2026-04-16
Nortriptyline,Tricyclic,M5,Antagonist,Antagonist,,97,97,False,1.98677173426624,7.01322826573376,https://www.ncbi.nlm.nih.gov/sites/books/NBK482214/,"StatPearls states nortriptyline inhibits histamine and acetylcholine signalling, supporting antagonist activity at H1 and muscarinic receptors. The snippet reviewed did not provide subtype-specific functional assay details.",2026-04-16
Nortriptyline,Tricyclic,mACh,Antagonist,Antagonist,,37,37,False,1.568201724067,7.43179827593301,https://www.ncbi.nlm.nih.gov/sites/books/NBK482214/,"StatPearls states nortriptyline inhibits histamine and acetylcholine signalling, supporting antagonist activity at H1 and muscarinic receptors. The snippet reviewed did not provide subtype-specific functional assay details.",2026-04-16
Nortriptyline,Tricyclic,H1,Antagonist,Antagonist,3,15,6.70820393249937,True,0.826606256887672,8.17339374311233,https://www.ncbi.nlm.nih.gov/sites/books/NBK482214/,"StatPearls states nortriptyline inhibits histamine and acetylcholine signalling, supporting antagonist activity at H1 and muscarinic receptors. The snippet reviewed did not provide subtype-specific functional assay details.",2026-04-16
Nortriptyline,Tricyclic,H2,,,,646,646,False,2.81023251799508,6.18976748200492,,,2026-04-16
Nortriptyline,Tricyclic,H3,,,,45700,45700,False,4.65991620006985,4.34008379993015,,,2026-04-16
Nortriptyline,Tricyclic,H4,,,,6920,6920,False,3.84010609445676,5.15989390554324,,,2026-04-16
Nortriptyline,Tricyclic,σ1,,,,2000,2000,False,3.30102999566398,5.69897000433602,,,2026-04-16
Trazodone,Tricyclic,DAT,,,7400,,7400,False,3.86923171973098,5.13076828026902,,,2026-04-16
Trazodone,Tricyclic,D1,,,,3730,3730,False,3.57170883180869,5.42829116819131,,,2026-04-16
Trazodone,Tricyclic,D2,,,3500,,3500,False,3.54406804435028,5.45593195564972,,,2026-04-16
Trazodone,Tricyclic,D3,,,,353,353,False,2.54777470538782,6.45222529461218,,,2026-04-16
Trazodone,Tricyclic,D4,,,,703,703,False,2.84695532501982,6.15304467498018,,,2026-04-16
Trazodone,Tricyclic,SERT,Inhibitor,Antagonist,160,10000,1264.91106406735,True,3.10205999132796,5.89794000867204,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=213,"Trazodone is classically a serotonin antagonist/reuptake inhibitor, supporting SERT inhibition. The reviewed source was a curated ligand record rather than a single uptake assay entry.",2026-04-16
Trazodone,Tricyclic,5-HT1A,,,96,118,106.433077565201,True,2.02707662017285,6.97292337982715,,,2026-04-16
Trazodone,Tricyclic,5-HT1D,,,,106,106,False,2.02530586526477,6.97469413473523,,,2026-04-16
Trazodone,Tricyclic,5-HT1E,,,10000,,10000,False,4,5,,,2026-04-16
Trazodone,Tricyclic,5-HT2A,Antagonist,Antagonist,20,45,30,True,1.47712125471966,7.52287874528034,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=213,"Trazodone is classically a serotonin antagonist/reuptake inhibitor with 5-HT2A/5-HT2C antagonism. The retrieved GtoPdb snippet was not assay-specific, so this is mechanism-summary based.",2026-04-16
Trazodone,Tricyclic,5-HT2B,,,74,189,118.262420066562,True,2.07284676195211,6.92715323804789,,,2026-04-16
Trazodone,Tricyclic,5-HT2C,Antagonist,Antagonist,224,402,300.079989336177,True,2.47723703570932,6.52276296429068,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=213,"Trazodone is classically a serotonin antagonist/reuptake inhibitor with 5-HT2A/5-HT2C antagonism. The retrieved GtoPdb snippet was not assay-specific, so this is mechanism-summary based.",2026-04-16
Trazodone,Tricyclic,5-HT3,,,10000,,10000,False,4,5,,,2026-04-16
Trazodone,Tricyclic,5-HT5A,,,10000,,10000,False,4,5,,,2026-04-16
Trazodone,Tricyclic,5-HT6,,,10000,,10000,False,4,5,,,2026-04-16
Trazodone,Tricyclic,5-HT7,,,,1782,1782,False,3.25090769970086,5.74909230029914,,,2026-04-16
Trazodone,Tricyclic,NET,,,8500,,8500,False,3.92941892571429,5.07058107428571,,,2026-04-16
Trazodone,Tricyclic,α1,Antagonist,Antagonist,12,42,22.4499443206437,True,1.35121526822276,7.64878473177724,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=213,Trazodone has recognised H1 antihistamine and alpha-1 antiadrenergic activity in standard pharmacology sources. The retrieved GtoPdb snippet did not provide subtype-specific assay detail.,2026-04-16
Trazodone,Tricyclic,α1A,Antagonist,Antagonist,,153,153,False,2.1846914308176,6.8153085691824,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=213,Trazodone has recognised H1 antihistamine and alpha-1 antiadrenergic activity in standard pharmacology sources. The retrieved GtoPdb snippet did not provide subtype-specific assay detail.,2026-04-16
Trazodone,Tricyclic,α2,,,106,490,227.903488345396,True,2.35775097264664,6.64224902735336,,,2026-04-16
Trazodone,Tricyclic,α2A,,,,728,728,False,2.86213137931304,6.13786862068696,,,2026-04-16
Trazodone,Tricyclic,α2C,,,,155,155,False,2.19033169817029,6.80966830182971,,,2026-04-16
Trazodone,Tricyclic,β,,,10000,,10000,False,4,5,,,2026-04-16
Trazodone,Tricyclic,β1,,,10000,,10000,False,4,5,,,2026-04-16
Trazodone,Tricyclic,β2,,,10000,,10000,False,4,5,,,2026-04-16
Trazodone,Tricyclic,H1,Antagonist,Antagonist,220,1100,491.934955049954,True,2.69190768299022,6.30809231700978,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=213,Trazodone has recognised H1 antihistamine and alpha-1 antiadrenergic activity in standard pharmacology sources. The retrieved GtoPdb snippet did not provide subtype-specific assay detail.,2026-04-16
Trazodone,Tricyclic,H2,,,,3290,3290,False,3.51719589794997,5.48280410205003,,,2026-04-16
Trazodone,Tricyclic,H3,,,10000,,10000,False,4,5,,,2026-04-16
Trazodone,Tricyclic,H4,,,10000,,10000,False,4,5,,,2026-04-16
Trazodone,Tricyclic,σ1,,,10000,,10000,False,4,5,,,2026-04-16
Trazodone,Tricyclic,σ2,,,,536,536,False,2.72916478969277,6.27083521030723,,,2026-04-16
Trimipramine,Tricyclic,DAT,Inhibitor,Antagonist,3780,,3780,False,3.57749179983723,5.42250820016278,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7317&tab=clinical,"GtoPdb clinical summary states trimipramine is a weak inhibitor of the norepinephrine, serotonin and dopamine transporters. This assignment reflects that curated mechanism summary; no single uptake assay setup was shown in the retrieved snippet.",2026-04-16
Trimipramine,Tricyclic,D1,Antagonist,Antagonist,,347,347,False,2.54032947479087,6.45967052520913,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7317&tab=clinical,"GtoPdb clinical summary states trimipramine's main effects are antagonism of dopamine, serotonin, epinephrine/norepinephrine and acetylcholine receptors. This row was labelled Antagonist from that mechanism summary without subtype-specific assay detail.",2026-04-16
Trimipramine,Tricyclic,D2,Antagonist,Antagonist,143,210,173.29166165745,True,2.23877766609949,6.76122233390051,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7317&tab=clinical,"GtoPdb clinical summary states trimipramine's main effects are antagonism of dopamine, serotonin, epinephrine/norepinephrine and acetylcholine receptors. This row was labelled Antagonist from that mechanism summary without subtype-specific assay detail.",2026-04-16
Trimipramine,Tricyclic,D4,Antagonist,Antagonist,,275,275,False,2.43933269383026,6.56066730616974,https://www.guidetopharmacology.org/GRAC/LigandDisplayForward?ligandId=7317&tab=clinical,"GtoPdb clinical summary states trimipramine's main effects are antagonism of dopamine, serotonin, epinephrine/norepinephrine and acetylcholine receptors. This row was labelled Antagonist from that mechanism summary without subtype-specific assay detail.",2026-04-16
