gtp_ligand_id,target_uniprot,gtp_interaction_count,gtp_action_set,gtp_type_set,gtp_selectivity_set,gtp_primary_target_set,gtp_affinity_units_set,gtp_affinity_median_set,gtp_pubmed_ids
57,P41595,1,Antagonist,Antagonist,,False,pKi,7.7,9884068
57,P50406,1,Full agonist,Agonist,,False,pKi,5.9,9884068
570,P07550,1,Antagonist,Antagonist,Non-selective,True,pKi,9.260000228881836,
570,P08588,2,Antagonist,Antagonist,Non-selective|Not Determined,False|True,pKi,8.399999618530273,
570,P13945,1,Antagonist,Antagonist,Non-selective,True,pKi,6.800000190734863,14744619
570,P25962,1,Antagonist,Antagonist,Non-selective,False,pKi,,14744619
570,P26255,1,Antagonist,Antagonist,Non-selective,False,pKi,6.400000095367432,14744619
5700,P08581,2,Inhibition,Inhibitor,Not Determined,True,pKd|pKi,8.399999618530273|9.56999969482422,14612533|22037378
5701,O00329,1,Inhibition,Inhibitor,Not Determined,True,pIC50,8.520000457763672,19584227
5701,O00750,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.0,17601739
5701,P42336,1,Inhibition,Inhibitor,Not Determined,True,pIC50,8.699999809265137,19584227
5701,P42338,1,Inhibition,Inhibitor,Not Determined,True,pIC50,8.520000457763672,19584227
5701,P42345,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.519999980926514,19584227
5701,P48736,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.820000171661377,19584227
5701,P78527,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.639999866485596,19584227
5702,O95835,1,Inhibition,Inhibitor,Not Determined,False,pKd,5.960000038146973,19654408
5702,P36888,2,Inhibition,Inhibitor,Not Determined,True,pIC50|pKd,6.28000020980835|7.960000038146973,12124173|22037378
5702,Q9NRM7,1,Inhibition,Inhibitor,Not Determined,False,pKd,5.659999847412109,19654408
5703,P15056,2,Inhibition,Inhibitor,Not Determined,False|True,pIC50|pKd,6.480000019073486|6.800000190734863,18287029|22037378
5703,P35968,1,Inhibition,Inhibitor,Not Determined,True,pKi,8.050000190734863,12538485
5704,P42345,1,Inhibition,Inhibitor,Selective,True,pIC50,8.100000381469727,18849971
5704,Q96RG2,1,Inhibition,Inhibitor,Not Determined,False,-,,18849971
5705,P09619,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.21999979019165,10882357
5705,P17948,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.849999904632568,16321531
5705,P35916,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.710000038146973,12477352
5705,P35968,2,Inhibition,Inhibitor,Not Determined,True,pIC50|pKd,7.210000038146973|7.679999828338623,16321531|22037378
5706,P07949,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.300000190734863,19107952
5706,P43405,3,Inhibition,Inhibitor,Not Determined|Selective,False|True,pIC50|pKd,7.71999979019165|7.769999980926514,16946104|19254842|22037378|23151054
5707,P06493,1,Inhibition,Inhibitor,Not Determined,True,pKi,8.699999809265137,17121911
5707,P11802,1,Inhibition,Inhibitor,Not Determined,True,pKi,9.0,17121911
5707,P24941,2,Inhibition,Inhibitor,Not Determined,True,pKd|pKi,8.520000457763672|9.279999732971191,17121911|22037378
5709,P08581,2,Inhibition,Inhibitor,Not Determined|Selective,True,pIC50|pKd,8.399999618530273|9.720000267028809,19934279|22037378
571,P13945,1,Antagonist,Antagonist,,False,pKi,8.6,14744619
571,P25962,1,Antagonist,Antagonist,,False,pKi,7.0,14744619
571,P26255,1,Antagonist,Antagonist,,False,pKi,7.0,14744619
5710,O94804,1,,Inhibitor,Not Determined,False,pIC50,7.28000020980835,19039322
5710,P00519,1,Inhibition,Inhibitor,Not Determined,True,pIC50,9.0,12543790
5710,P06241,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.739999771118164,19039322
5710,P07948,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.100000381469727,19039322
5710,P12931,1,Inhibition,Inhibitor,Not Determined,False,pIC50,9.0,17721511
5710,P42681,1,Inhibition,Inhibitor,Not Determined,False,pIC50,9.520000457763672,19039322
5710,P42685,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.65999984741211,19039322
5710,P57059,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.520000457763672,25351958
5710,Q07912,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.569999694824219,19039322
5710,Q13043,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.71999979019165,19039322
5710,Q13555,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.739999771118164,19039322
5710,Q8IU85,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.039999961853027,19039322
5710,Q9H0K1,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.520000457763672,25351958
5710,Q9Y2K2,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.739999771118164,25351958
5710,Q9Y4K4,1,Inhibition,Inhibitor,Not Determined,False,pIC50,9.520000457763672,19039322
5710,Q9Y6E0,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.40999984741211,19039322
5711,P04049,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.220000267028809,15466206
5711,P05622,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.239999771118164,15466206
5711,P07949,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.900000095367432,23279183
5711,P09619,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.239999771118164,21613405
5711,P10721,2,Inhibition,Inhibitor,Not Determined,True,pIC50,7.170000076293945,15466206|21613405
5711,P11362,2,Inhibition,Inhibitor,Not Determined,False,pIC50,6.239999771118164,15466206|21613405
5711,P15056,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.659999847412109,15466206
5711,P35917,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.699999809265137,15466206
5711,P35968,3,Inhibition,Inhibitor,Not Determined,True,pIC50|pKd,7.050000190734863|7.230000019073486,15466206|21613405|22037378
5711,P36888,2,Inhibition,Inhibitor,Not Determined,True,pIC50,7.239999771118164|7.480000019073486,15466206|21613405
5711,P49336,1,Inhibition,Inhibitor,Not Determined,False,pKd,7.0,26502155
5711,Q16832,1,Inhibition,Inhibitor,,False,pIC50,8.0,23279183
5711,Q59H18,1,Binding,Inhibitor,Non-selective,False,pKd,6.550000190734863,18183025|15711537
5711,Q9BWU1,1,Inhibition,Inhibitor,Not Determined,False,pKd,6.989999771118164,26502155
5712,P09619,1,Inhibition,Inhibitor,Not Determined,True,pIC50,8.399999618530273,16891463
5712,P10721,1,Inhibition,Inhibitor,Not Determined,True,pIC50,7.820000171661377,16891463
5712,P11362,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.460000038146973,16891463
5712,P17948,1,Inhibition,Inhibitor,Not Determined,True,pIC50,8.699999809265137,16891463
5712,P35968,2,Inhibition,Inhibitor,Not Determined,True,pIC50|pKd,7.300000190734863|8.640000343322754,16891463|22037378
5713,O95835,1,Inhibition,Inhibitor,Not Determined,False,pKd,6.199999809265137,
5713,P07949,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.800000190734863,23279183
5713,P09619,2,Inhibition,Inhibitor,Not Determined,True,pIC50|pKi,8.100000381469727|8.199999809265137,12538485|23279183
5713,P10721,2,Inhibition,Inhibitor,Not Determined,True,pIC50|pKd,7.880000114440918|9.43000030517578,20570526|22037378
5713,P11362,1,Inhibition,Inhibitor,Not Determined,False,pKi,6.079999923706055,12538485
5713,P35916,1,Inhibition,Inhibitor,Not Determined,True,pIC50,8.050000190734863,20570526
5713,P35968,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.650000095367432,20570526
5713,P36888,1,Inhibition,Inhibitor,Not Determined,False,pIC50,8.1899995803833,20570526
5713,Q9NRM7,1,Inhibition,Inhibitor,Not Determined,False,pKd,6.340000152587891,19654408
5714,Q9UM73,1,Inhibition,Inhibitor,Not Determined,True,pKd,8.960000038146973,22037378
5715,O00329,1,Inhibition,Inhibitor,Not Determined,True,pIC50,6.630000114440918,17685602
5715,P42336,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.889999866485596,17685602
5715,P42338,1,Inhibition,Inhibitor,Not Determined,False,pIC50,5.920000076293945,17685602
5715,P48736,1,Inhibition,Inhibitor,Not Determined,True,pIC50,7.079999923706055,17685602
5716,O60674,1,Inhibition,Inhibitor,Not Determined,True,pIC50,8.520000457763672,21106455|18394554
5716,O60885,1,Inhibition,Inhibitor,Not Determined,False,pKd,6.789999961853027,24584101
5716,P23458,1,Inhibition,Inhibitor,Not Determined,False,pIC50,7.0,21106455
5716,P29597,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.820000171661377,21106455
5716,P52333,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.0,21106455
5717,P00533,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.519999980926514,12499271
5717,P07949,3,Inhibition,Inhibitor,Not Determined,True,pIC50|pKd,7.0|7.46999979019165|8.399999618530273,12499271|22037378|29657135
5717,P35968,1,Inhibition,Inhibitor,Not Determined,True,pIC50,8.0,15743202
5718,O14965,2,Inhibition,Inhibitor,Family selective|Not Determined,True,pKd|pKi,8.40999984741211|9.220000267028809,14981513|22037378
5718,Q96GD4,1,Inhibition,Inhibitor,Family selective,True,pKi,7.739999771118164,14981513
5718,Q9UQB9,1,Inhibition,Inhibitor,Family selective,True,pKi,8.34000015258789,14981513
5719,Q15759,1,Inhibition,Inhibitor,Not Determined,False,pIC50,6.659999847412109,18183025
5719,Q16539,1,Inhibition,Inhibitor,Not Determined,True,pIC50,8.0,18183025
572,P21730,1,Full agonist,Agonist,Not Determined,False,pIC50,7.6,1732540|7930622
5720,Q8TDV5,1,Agonist,Agonist,Not Determined,False,pEC50,6.3,19901198
5721,Q8TDV5,1,Agonist,Agonist,Not Determined,False,pEC50,6.2,19901198
5722,Q8TDV5,1,Agonist,Agonist,Not Determined,False,pEC50,,20937249|21114601|22365911
5723,Q8TDV5,1,Agonist,Agonist,Not Determined,False,pEC50,6.0,20816753
5724,Q8TDV5,1,Agonist,Agonist,Not Determined,False,pEC50,7.1,21310611
5727,Q8TDV5,1,Agonist,Agonist,Not Determined,False,pEC50,7.3,22264481
5728,P29275,1,Antagonist,Antagonist,Not Determined,False,pKd,9.4,19569717
5728,Q60614,1,Antagonist,Antagonist,Not Determined,False,pKd,9.5,19569717
5729,P0DMS8,1,Antagonist,Antagonist,Not Determined,False,pKd,8.3,11814828
573,P21730,2,Full agonist,Agonist,Not Determined,False,pEC50|pIC50,,10602324|9881961|15661745|10602324
573,Q9P296,2,Full agonist,Agonist,Not Determined,False,pEC50|pIC50,8.850000381469727,11773063|11773063|12899627
5730,Q9WTU3,1,Inhibition,Channel blocker,Not Determined,False,pIC50,7.8,17522141
5731,Q15858,1,Inhibition,Channel blocker,Not Determined,False,pIC50,7.0,22318156
5732,Q15858,1,Inhibition,Channel blocker,Not Determined,False,pIC50,8.5,21570288
5733,Q15858,1,Inhibition,Gating inhibitor,Not Determined,False,pIC50,7.1,22209205
5734,Q62968,1,,Channel blocker,Not Determined,False,pIC50,8.1,17483457
5735,Q8TDV5,1,Agonist,Agonist,Not Determined,False,pEC50,8.1,22545772
5736,P0DMS8,1,Full agonist,Agonist,Not Determined,False,pKd,9.0,17126322
5737,Q8TDV5,1,Agonist,Agonist,Not Determined,False,pEC50,8.96,21444206
5738,Q8TDV5,1,Agonist,Agonist,Not Determined,False,pEC50,9.05,21444206
5739,Q8TDV5,1,Agonist,Agonist,Not Determined,False,pEC50,9.3,21444206
574,P21730,1,Partial agonist,Agonist,Not Determined,False,pIC50,,11773063
574,Q9P296,1,Partial agonist,Agonist,Not Determined,False,pIC50,,11773063|12899627
5740,Q8TDV5,1,Agonist,Agonist,Not Determined,False,pEC50,9.22,21444206
5741,Q8TDV5,1,Agonist,Agonist,Not Determined,False,pEC50,9.15,21444206
5742,P25103,1,Antagonist,Antagonist,Not Determined,False,pKi,9.02,16332435
5743,Q8TDV5,1,Agonist,Agonist,Not Determined,False,pEC50,6.1,21939274
5744,Q8TDV5,1,Agonist,Agonist,Not Determined,False,pEC50,8.77,21939274
5745,Q8TDV5,1,Agonist,Agonist,Not Determined,False,pEC50,5.44,21273063
5746,P25103,1,Antagonist,Antagonist,Selective,False,pKi,10.1,18187929
5747,Q8TDV5,1,Agonist,Agonist,Not Determined,False,pEC50,7.72,21273063
5748,Q8TDV5,1,Agonist,Agonist,Not Determined,False,pEC50,8.4,21273063
5749,P25103,1,Antagonist,Antagonist,Selective,False,pKi,9.18,22497992
5750,Q8TDV5,1,Agonist,Agonist,Not Determined,False,pEC50,7.74,21536438
5751,P25103,1,Antagonist,Antagonist,Selective,False,pKi,9.7,12372904
5752,P25103,1,Antagonist,Antagonist,Not Determined,False,pKi,10.6,8876035
5754,P25103,1,Antagonist,Antagonist,Not Determined,False,pKi,9.35,12130734
5755,Q8TDV5,1,Agonist,Agonist,Not Determined,False,pEC50,8.52,21536438
5756,Q8TDV5,1,Agonist,Agonist,Not Determined,False,pEC50,5.6,21778222
5757,P25103,1,Antagonist,Antagonist,Selective,False,pKi,9.369999885559082,18657401|19388677
5758,P25103,1,Antagonist,Antagonist,Selective,False,pKi,9.399999618530272,20533894|24106886
5759,P25103,1,Antagonist,Antagonist,Selective,False,pKi,9.0,16332435
576,P21730,1,Antagonist,Antagonist,Not Determined,False,pIC50,7.2,7930622
5760,Q16581,2,Full agonist,Agonist,Not Determined,False,pEC50|pIC50,5.9|8.7,20527893
5761,Q16581,1,Full agonist,Agonist,Not Determined,False,pEC50,6.4,20527893
5762,P21730,1,Antagonist,Antagonist,Not Determined,False,pIC50,7.510000228881836,15044616|32682759
5763,P21730,1,Antagonist,Antagonist,Not Determined,False,pIC50,7.0,16876401
5764,P29371,1,Antagonist,Antagonist,Not Determined,False,pKi,,8691422
5766,P29371,2,Antagonist,Antagonist,Not Determined,False,pIC50|pKi,7.4,7476898
5767,P29371,1,Antagonist,Antagonist,Not Determined,False,pIC50,8.15,8648606
5768,Q9P296,1,Agonist,Agonist,Not Determined,False,pIC50,4.74,12899627
5769,P21452,1,Antagonist,Antagonist,Not Determined,False,pKi,9.0,11356103
577,P21730,1,Antagonist,Antagonist,,False,pIC50,5.7,7768675
5770,Q9P296,1,Antagonist,Antagonist,Not Determined,False,pIC50,6.6,17258808
5771,P21452,1,Antagonist,Antagonist,Not Determined,False,pKi,3.8,7562491
5772,P29371,1,Antagonist,Antagonist,Not Determined,False,pKi,8.7,11752131
5773,P29371,1,Antagonist,Antagonist,Selective,False,pKi,8.0,19117759
5774,P29371,1,Antagonist,Antagonist,Selective,False,pKi,9.0,19117759
5775,P29371,1,Antagonist,Antagonist,Not Determined,True,pKi,8.699999809265137,
5776,P21730,2,Agonist|Full agonist,Agonist,Not Determined,False,pEC50|pIC50,5.5,11403208|9083476
5776,Q16581,1,Full agonist,Agonist,Not Determined,False,pEC50,6.7,20527893
5777,Q16581,1,Antagonist,Antagonist,Not Determined,False,pIC50,6.6,20527893
5778,P21452,1,Antagonist,Antagonist,Selective,False,pKi,8.62,22149761
5779,P21730,1,Antagonist,Antagonist,Not Determined,False,pIC50,6.7,7930622
578,P21730,1,Antagonist,Antagonist,Not Determined,False,pKi,7.5,16230349
5780,P30993,1,Antagonist,Antagonist,Not Determined,False,pIC50,7.57,14570896
5780,Q8BW93,1,Antagonist,Antagonist,Not Determined,False,pIC50,6.0,14570896
5781,P21917,1,Antagonist,Antagonist,Not Determined,False,pKi,8.899999618530273,9098699
5782,P16177,1,Antagonist,Antagonist,Not Determined,False,pA2,7.46,2176308
5783,Q8C131,1,Full agonist,Agonist,Not Determined,False,pEC50,3.76,22434674
5783,Q9BXC0,1,Full agonist,Agonist,Not Determined,False,pEC50,3.72,22434674
5784,Q8TDS4,1,Partial agonist,Agonist,Not Determined,False,pEC50,5.78,18665582
5785,Q8TDS4,1,Full agonist,Agonist,Selective,False,pEC50,7.559999942779541,22435740
5786,Q8TDS4,2,Full agonist,Agonist,Not Determined|Selective,False,pEC50|pKi,5.03000020980835|6.74,18722346|21167710
5787,Q8TDS4,1,Full agonist,Agonist,Not Determined,False,pEC50,3.51,19136666
5788,Q8TDS4,2,Full agonist,Agonist,Not Determined|Selective,False,pEC50|pKi,7.800000190734863|8.4,20184326
5789,Q8TDS4,1,Full agonist,Agonist,Not Determined,False,pIC50,7.92,21185185
579,P21730,1,Antagonist,Antagonist,Not Determined,False,pIC50,,11403208|15044616|25170421|25150279
5790,Q8TDS4,1,Full agonist,Agonist,Not Determined,False,pEC50,7.35,20363624
5791,Q8TDS4,1,Full agonist,Agonist,Not Determined,False,pIC50,7.89,19309152
5792,Q8TDS4,1,Partial agonist,Agonist,Not Determined,False,pIC50,6.85,18029181
5793,Q8TDS4,1,Full agonist,Agonist,Not Determined,False,pIC50,6.41,20615702
5794,Q8TDS4,1,Positive,Allosteric modulator,Not Determined,False,pEC50,5.59,22420767
5795,Q8TDS4,1,Positive,Allosteric modulator,Not Determined,False,pEC50,6.77,18752940
5796,P49019,1,Full agonist,Agonist,Not Determined,False,pEC50,5.4,19561068
5797,P49019,1,Full agonist,Agonist,Not Determined,False,pEC50,5.04,19237584
5798,P49019,1,Full agonist,Agonist,Not Determined,False,pEC50,5.01,19237584
5799,P49019,1,Full agonist,Agonist,Not Determined,False,pEC50,5.58,19237584
58,P08908,1,Full agonist,Agonist,,False,pKi,8.1,9760039
580,P21730,1,Antagonist,Antagonist,Not Determined,False,pIC50,6.1,
5800,P49019,1,Full agonist,Agonist,Selective,False,pEC50,8.520000457763672,19524438
5801,P49019,1,Full agonist,Agonist,Not Determined,False,pEC50,7.52,17931863
5802,Q15391,1,Antagonist,Antagonist,Selective,False,pKi,10.100000381469728,23592514
5803,O15552,1,Positive,Allosteric modulator,Not Determined,False,pEC50,,18818303|21498659
5804,P47900,1,Antagonist,Antagonist,Not Determined,False,pKi,7.3,18445527
5805,P47900,1,Antagonist,Antagonist,Not Determined,False,pKi,8.0,18445527
5806,P47900,1,Antagonist,Antagonist,Not Determined,False,pKi,7.2,18926700
5807,P47900,1,Antagonist,Antagonist,Not Determined,False,pKi,6.85,20542694
5808,P47900,1,Negative,Allosteric modulator,Selective,False,pKi,6.920000076293945,25822790
5809,P47900,1,Antagonist,Antagonist,Not Determined,False,pIC50,6.9,22831801
581,P21730,1,Antagonist,Antagonist,,False,pKi,8.7,12384495
5810,P0C0L6,1,Antagonist,Antagonist,Not Determined,False,pA2,6.6,22342393
5810,Q8BZP8,1,Antagonist,Antagonist,Not Determined,False,pA2,6.400000095367432,
5811,Q8BZP8,1,Antagonist,Antagonist,Not Determined,False,pKB,6.5,19473027
5812,P0C0L6,1,Antagonist,Antagonist,Not Determined,False,pA2,7.2,22342393
5812,Q8BZP8,1,Antagonist,Antagonist,Selective,False,pA2,7.099999904632568,19473027
5813,P0C0L6,1,Antagonist,Antagonist,Not Determined,False,pA2,7.6,22342393
5813,Q8BZP8,1,Antagonist,Antagonist,Selective,False,pA2,8.100000381469727,20172007
5814,Q6W5P4,1,Antagonist,Antagonist,Not Determined,False,pIC50,7.3,20615693
5815,Q6W5P4,1,Antagonist,Antagonist,Not Determined,False,pIC50,8.0,20510609
5816,P43116,1,Full agonist,Agonist,Not Determined,False,pIC50,8.0,21376717
5816,Q62928,1,Full agonist,Agonist,Not Determined,False,pIC50,8.3,21376717
5817,P43116,1,Antagonist,Antagonist,Selective,False,pKB,8.300000190734863,21595651|22747912
5817,Q62053,1,Antagonist,Antagonist,Not Determined,False,pKB,8.32,22747912
5818,P43116,1,Antagonist,Antagonist,Selective,False,pKB,8.619999885559082,22323596
5819,P43116,1,Positive,Allosteric modulator,Not Determined,False,-,,20080612
582,P30554,2,Agonist,Agonist,Not Determined,False,pIC50|pKi,7.309999942779541|8.16,12829792|21670420
582,P50052,1,Agonist,Agonist,Selective,False,pIC50,6.610000133514404,21542804
5820,P34995,1,Full agonist,Agonist,Not Determined,False,pKi,6.699999809265137,22480736
5820,P35408,2,Agonist,Agonist,Not Determined,False,pEC50|pKi,6.1|6.7,22480736
5820,P43115,1,Full agonist,Agonist,Not Determined,False,pKi,5.6,22480736
5820,P43116,1,Full agonist,Agonist,Not Determined,False,pKi,8.399999618530273,22480736|25542069
5820,P43119,2,Full agonist,Agonist,Not Determined,True,pEC50|pKi,7.489999771118164|8.720000267028809,22480736|22480736|33440084
5820,Q13258,1,Full agonist,Agonist,Not Determined,False,pKi,8.399999618530273,22480736|25542069|31917615
5821,P30557,1,Partial agonist,Agonist,Not Determined,False,pKi,7.96,9863659
5822,P43115,4,Antagonist,Antagonist,Not Determined|Selective,False,pKi,10.1|8.40999984741211|9.52|9.92,18632791|19486006
5823,P30557,1,Antagonist,Antagonist,Not Determined,False,pIC50,9.72,17512019
5824,P30557,2,Antagonist,Antagonist,Not Determined,False,pIC50|pKi,6.8|7.68,11782353
5824,P32240,1,Antagonist,Antagonist,Not Determined,False,pKi,8.57,11782353
5825,P21462,1,Antagonist,Antagonist,Not Determined,False,pIC50,7.0,22410002
5826,P21462,1,Antagonist,Antagonist,Not Determined,False,pIC50,5.0,15964939
5826,Q96S37,1,Inhibition,Inhibitor,Selective,True,pIC50,4.0,17325024
5827,P21462,1,Antagonist,Antagonist,Not Determined,False,pIC50,5.3,16118363
5828,P21462,1,Antagonist,Antagonist,Not Determined,False,pKi,7.0,19807662
5829,P21462,1,Antagonist,Antagonist,Not Determined,False,pIC50,6.3,21486695
5830,P21462,1,Antagonist,Antagonist,Not Determined,False,pIC50,6.5,21486695
5831,O88536,1,Full agonist,Agonist,Not Determined,False,pEC50,6.92,23160941
5831,P25090,1,Full agonist,Agonist,Not Determined,False,pEC50,7.4,16697190
5831,P33766,1,Full agonist,Agonist,Not Determined,False,pEC50,8.699999809265137,23160941
5832,P21462,1,Full agonist,Agonist,Not Determined,False,pEC50,5.6,22127612
5833,P21462,1,Full agonist,Agonist,Not Determined,False,pEC50,5.6,19903830
5834,P21462,1,Full agonist,Agonist,Not Determined,False,pEC50,6.0,22607879
5834,P25090,1,Full agonist,Agonist,Not Determined,False,pEC50,6.269999980926514,22607879
5835,P21462,1,Full agonist,Agonist,Not Determined,False,pEC50,7.400000095367432,17229869
5836,P21462,1,Full agonist,Agonist,Not Determined,False,pEC50,9.0,7559498
5837,P21462,1,Full agonist,Agonist,Not Determined,False,pEC50,9.0,7559498
5838,P21462,1,Full agonist,Agonist,Not Determined,False,pEC50,8.3,10339497|10860818
5839,P21462,1,Full agonist,Agonist,Not Determined,False,pEC50,,15699157
5840,P33766,1,Full agonist,Agonist,Not Determined,False,pEC50,8.2,23160941
5841,O88536,1,Full agonist,Agonist,Not Determined,False,pEC50,5.55,23160941|18606697
5841,P21462,1,Full agonist,Agonist,Not Determined,False,pEC50,8.6,16025565
5841,P25090,1,Full agonist,Agonist,Not Determined,False,pEC50,6.7,16025565
5841,P33766,1,Full agonist,Agonist,Not Determined,False,pEC50,10.7,23160941
5842,P21462,1,Full agonist,Agonist,Not Determined,False,pEC50,8.7,16025565
5843,P33766,1,Full agonist,Agonist,Not Determined,False,pKd,8.6,23160941
5844,P43115,3,Antagonist,Antagonist,Not Determined|Selective,False,pKB|pKi,8.350000381469727|9.100000381469728,11504634|18287210|18287210|20973775
5846,Q9NQS5,1,Full agonist,Agonist,Not Determined,False,pEC50,7.0,23449982
5847,Q9NQS5,1,Full agonist,Agonist,Not Determined,False,pEC50,4.5,23449982
5848,Q9NQS5,1,Full agonist,Agonist,Not Determined,False,pEC50,3.6,23449982
5849,Q9NQS5,1,Full agonist,Agonist,Not Determined,False,pEC50,5.0,23449982
585,P30556,1,Full agonist,Agonist,Not Determined,False,pIC50,,26315714
585,P50052,1,Full agonist,Agonist,Not Determined,False,pKd,10.399999618530272,8242249|2775266
5850,Q9NQS5,1,Full agonist,Agonist,Not Determined,False,pEC50,4.9,23449982
5851,P43119,1,Antagonist,Antagonist,Not Determined,False,pIC50,10.0,18603238
5852,P35408,1,Agonist,Agonist,Not Determined,False,pKi,5.309999942779541,17545310
5852,P43116,1,Agonist,Agonist,Not Determined,False,pKi,5.239999771118164,17545310
5852,P43119,1,Full agonist,Agonist,Selective,False,pKi,7.699999809265137,17545310|23850788
5852,P43253,1,Full agonist,Agonist,Selective,False,pKi,6.659999847412109,17545310
5853,P43119,1,Full agonist,Agonist,Not Determined,False,pIC50,,3026540
5854,P43119,1,Full agonist,Agonist,Not Determined,False,pKi,7.27,16837197
5855,P43119,1,Full agonist,Agonist,Not Determined,False,pKi,8.05,15914004
5856,P35408,1,Antagonist,Antagonist,Selective,False,pKi,9.149999618530272,18287210|38773113
5857,P35408,1,Antagonist,Antagonist,Not Determined,False,pKi,8.51,18031725
5858,P35408,1,Antagonist,Antagonist,Selective,True,pKi,7.889999866485596,17495127
5859,P35408,1,Agonist,Agonist,Not Determined,False,pKi,8.92,
586,P30556,1,Antagonist,Antagonist,Selective,False,pIC50,,10193788|8372104
5860,P43114,1,Negative,Allosteric modulator,Not Determined,False,pIC50,5.52,23152113
5861,Q9NS75,1,Antagonist,Antagonist,Not Determined,False,pA2,6.800000190734863,25839425
5861,Q9Y271,1,Antagonist,Antagonist,Not Determined,False,pKi,7.8,9504401
5862,Q923Y8,2,Partial agonist,Agonist,Not Determined,False,pEC50|pKi,8.5|8.7,21525407
5862,Q923Y9,2,Full agonist,Agonist,Not Determined,False,pEC50|pKi,7.9|8.6,21525407
5862,Q96RJ0,2,Full agonist,Agonist,Not Determined,False,pEC50|pKi,7.300000190734863|7.5,21525407
5863,Q6IYF8,1,Agonist,Agonist,Not Determined,False,pKd,8.6,23504326
5866,Q92847,2,Partial agonist,Agonist,Not Determined,False,pEC50|pIC50,8.92|9.51,11741481|18923064
5867,Q92847,2,Full agonist,Agonist,Not Determined,False,pEC50|pKi,9.34,10427162|15905359|10427162
5868,O08725,1,Agonist,Agonist,Not Determined,False,pEC50,7.22,8503009
5868,Q92847,2,Agonist|Positive,Agonist|Allosteric modulator,Not Determined,False,pEC50,7.0,15905359
5869,Q92847,1,Partial agonist,Agonist,Not Determined,False,pEC50,,21402696
587,P30556,1,Antagonist,Antagonist,Selective,True,pIC50,,10193788
5870,O08725,1,Antagonist,Antagonist,Selective,False,pKB,8.0,21034740
5870,Q92847,1,Antagonist,Antagonist,Selective,False,pIC50,8.399999618530273,20593439
5871,Q92847,1,Antagonist,Antagonist,Not Determined,False,pIC50,8.15,16854051
5872,Q92847,1,Antagonist,Antagonist,Not Determined,False,pIC50,8.25,17927165
5873,Q8NAC3|Q96F46,1,Agonist,Agonist,Not Determined,False,-,,
5874,Q8NAC3|Q96F46,1,Agonist,Agonist,Not Determined,False,-,,
5875,Q8NFR9|Q96F46,1,Agonist,Agonist,Not Determined,False,-,,
5876,Q96F46|Q9NRM6,1,Agonist,Agonist,Not Determined,False,-,,
5877,Q96F46|Q9NRM6,1,Agonist,Agonist,Not Determined,False,-,,
5878,P31785|P01589|P14784,1,Antagonist,Antagonist,Not Determined,False,-,,
5878,Q9NPH3|P14778,1,Antagonist,Antagonist,Not Determined,False,-,,
5879,Q9NPH3|Q9HB29,1,Antagonist,Antagonist,Not Determined,False,-,,
588,P30556,1,Antagonist,Antagonist,Selective,True,pIC50,,1309870
5880,Q9NPH3|Q01638,1,Agonist,Agonist,Not Determined,False,-,,
5881,Q9NPH3|Q9HB29,1,Agonist,Agonist,Not Determined,False,-,,
5882,Q9NPH3|Q9HB29,1,Agonist,Agonist,Not Determined,False,-,,
5883,Q9NPH3|Q9HB29,1,Agonist,Agonist,Not Determined,False,-,,
5884,P15823,1,Positive,Allosteric modulator,Not Determined,False,pKi,3.799999952316284,10565838
5884,Q15743,1,Positive,Allosteric modulator,Not Determined,False,-,,26550826
