gtp_ligand_id,target_uniprot,gtp_ligand_name,gtp_target_name,pdsp_ligand_names,pdsp_unigene_symbols,ligand_match_method,ki_count,ki_median,ki_min,ki_max,pKi_median,pKi_min,pKi_max
133,P28335,metergoline,5-HT<sub>2C</sub> receptor,METERGOLINE,HTR2C,CAS,18,0.65,0.08,1.99,9.187086643357144,8.701146923590294,10.096910013008056
133,P28566,metergoline,5-ht<sub>1e</sub> receptor,METERGOLINE,HTR1E,CAS,3,1100.0,776.24,1122.01,5.958607314841775,5.950003272379799,6.110003981627335
133,P30939,metergoline,5-HT<sub>1F</sub> receptor,METERGOLINE,HTR1F,CAS,3,341.0,338.84,512.86,6.467245621007502,6.2900011719748115,6.470005326930858
133,P34969,metergoline,5-HT<sub>7</sub> receptor,METERGOLINE,HTR7,CAS,17,6.45,1.5848931924611,63.09,8.190440285364732,7.200039472594017,8.800000000000004
133,P41595,metergoline,5-HT<sub>2B</sub> receptor,METERGOLINE,HTR2B,CAS,5,1.7782794100389,0.70794578438414,6.6,8.750000000000005,8.18045606445813,9.149999999999999
133,P46098,metergoline,5-HT<sub>3</sub>A,METERGOLINE,HTR3A,CAS,2,6200.0,5000.0,7400.0,5.2158991379665025,5.130768280269024,5.301029995663981
133,P47898,metergoline,5-HT<sub>5A</sub> receptor,METERGOLINE,HTR5A,CAS,2,815.0,630.0,1000.0,6.100329725273209,6.0,6.200659450546418
133,P50406,metergoline,5-HT<sub>6</sub> receptor,METERGOLINE,HTR6,CAS,11,61.0,30.0,400.0,7.214670164989233,6.3979400086720375,7.522878745280337
133,Q13639,metergoline,5-HT<sub>4</sub> receptor,METERGOLINE,HTR4,CAS,1,354.0,354.0,354.0,6.450996737974212,6.450996737974212,6.450996737974212
13356,P08913,rilmenidine,&alpha;<sub>2A</sub>-adrenoceptor,Rilmenidine,ADRA2A,CAS,2,1154.664576268045,724.43596007499,1584.8931924611,5.970000000000002,5.800000000000004,6.140000000000001
13356,P18089,rilmenidine,&alpha;<sub>2B</sub>-adrenoceptor,Rilmenidine,ADRA2B,CAS,1,1737.8008287494,1737.8008287494,1737.8008287494,5.7599999999999945,5.7599999999999945,5.7599999999999945
13356,P18825,rilmenidine,&alpha;<sub>2C</sub>-adrenoceptor,Rilmenidine,ADRA2C,CAS,1,4677.351412872,4677.351412872,4677.351412872,5.329999999999998,5.329999999999998,5.329999999999998
13357,P28221,urapidil,5-HT<sub>1D</sub> receptor,URAPIDIL,HTR1D,SMILES,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
13357,P28335,urapidil,5-HT<sub>2C</sub> receptor,URAPIDIL,HTR2C,SMILES,3,10000.0,10000.0,10000.0,5.0,5.0,5.0
1338,P32245,THIQ,MC<sub>4</sub> receptor,THIQ,MC4R,NAME,1,10.7,10.7,10.7,7.97061622231479,7.97061622231479,7.97061622231479
134,O00222,methysergide,mGlu<sub>8</sub> receptor,METHYSERGIDE,GRM8,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
134,P07550,methysergide,&beta;<sub>2</sub>-adrenoceptor,METHYSERGIDE,ADRB2,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
134,P08172,methysergide,M<sub>2</sub> receptor,METHYSERGIDE,CHRM2,CAS,1,6126.0,6126.0,6126.0,5.212823007529446,5.212823007529446,5.212823007529446
134,P08173,methysergide,M<sub>4</sub> receptor,METHYSERGIDE,CHRM4,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
134,P08588,methysergide,&beta;<sub>1</sub>-adrenoceptor,METHYSERGIDE,ADRB1,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
134,P08908,methysergide,5-HT<sub>1A</sub> receptor,METHYSERGIDE,HTR1A,CAS,13,25.0,14.0,4677.351412872,7.6020599913279625,5.329999999999998,7.853871964321762
134,P08912,methysergide,M<sub>5</sub> receptor,METHYSERGIDE,CHRM5,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
134,P08913,methysergide,&alpha;<sub>2A</sub>-adrenoceptor,METHYSERGIDE,ADRA2A,CAS,1,170.0,170.0,170.0,6.769551078621726,6.769551078621726,6.769551078621726
134,P11229,methysergide,M<sub>1</sub> receptor,METHYSERGIDE,CHRM1,CAS,1,5459.0,5459.0,5459.0,5.262886905694039,5.262886905694039,5.262886905694039
134,P14416,methysergide,D<sub>2</sub> receptor,METHYSERGIDE,DRD2,CAS,3,160.0,116.0,10000.0,6.795880017344075,5.0,6.935542010773082
134,P18089,methysergide,&alpha;<sub>2B</sub>-adrenoceptor,METHYSERGIDE,ADRA2B,CAS,1,106.0,106.0,106.0,6.97469413473523,6.97469413473523,6.97469413473523
134,P18825,methysergide,&alpha;<sub>2C</sub>-adrenoceptor,METHYSERGIDE,ADRA2C,CAS,1,88.3,88.3,88.3,7.054039296422431,7.054039296422431,7.054039296422431
134,P20309,methysergide,M<sub>3</sub> receptor,METHYSERGIDE,CHRM3,CAS,1,4632.0,4632.0,4632.0,5.334231449280621,5.334231449280621,5.334231449280621
134,P21554,methysergide,CB<sub>1</sub> receptor,METHYSERGIDE,CNR1,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
134,P21728,methysergide,D<sub>1</sub> receptor,METHYSERGIDE,DRD1,CAS,4,936.0,217.0,10000.0,6.169197761469693,5.0,6.66354026615147
134,P21917,methysergide,D<sub>4</sub> receptor,METHYSERGIDE,DRD4,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
134,P21918,methysergide,D<sub>5</sub> receptor,METHYSERGIDE,DRD5,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
134,P25021,methysergide,H<sub>2</sub> receptor,METHYSERGIDE,HRH2,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
134,P28221,methysergide,5-HT<sub>1D</sub> receptor,METHYSERGIDE,HTR1D,CAS,16,16.9,3.63,120.0,7.828788659588897,6.920818753952375,8.440093374963887
134,P28222,methysergide,5-HT<sub>1B</sub> receptor,METHYSERGIDE,HTR1B,CAS,13,186.20871366629,2.5,1819.7,6.729999999999992,5.740000204918113,8.602059991327963
134,P28223,methysergide,5-HT<sub>2A</sub> receptor,METHYSERGIDE,HTR2A,CAS,32,3.15,0.42,103.82,8.50190839983717,6.98371897545717,9.3767507096021
134,P28335,methysergide,5-HT<sub>2C</sub> receptor,METHYSERGIDE,HTR2C,CAS,21,1.99,0.8,4.4668359215096,8.701146923590294,8.350000000000003,9.096910013008056
134,P28566,methysergide,5-ht<sub>1e</sub> receptor,METHYSERGIDE,HTR1E,CAS,8,233.04000000000002,59.0,323.59,6.632632239774302,6.4900049079866005,7.229147988357855
134,P30939,methysergide,5-HT<sub>1F</sub> receptor,METHYSERGIDE,HTR1F,CAS,4,23.68,6.3,34.0,7.670183353071015,7.468521082957745,8.200659450546418
134,P31645,methysergide,SERT,METHYSERGIDE,SLC6A4,CAS,2,6850.0,3700.0,10000.0,5.2158991379665025,5.0,5.431798275933005
134,P34969,methysergide,5-HT<sub>7</sub> receptor,METHYSERGIDE,HTR7,CAS,16,19.875,12.5,398.1,7.7051700496802855,6.400007822415902,7.903089986991944
134,P35348,methysergide,&alpha;<sub>1A</sub>-adrenoceptor,METHYSERGIDE,ADRA1A,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
134,P35367,methysergide,H<sub>1</sub> receptor,METHYSERGIDE,HRH1,CAS,6,9500.0,3000.0,33000.0,5.022878745280337,4.481486060122113,5.522878745280337
134,P35368,methysergide,&alpha;<sub>1B</sub>-adrenoceptor,METHYSERGIDE,ADRA1B,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
134,P35408,methysergide,EP<sub>4</sub> receptor,METHYSERGIDE,PTGER4,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
134,P35462,methysergide,D<sub>3</sub> receptor,METHYSERGIDE,DRD3,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
134,P41594,methysergide,mGlu<sub>5</sub> receptor,METHYSERGIDE,GRM5,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
134,P41595,methysergide,5-HT<sub>2B</sub> receptor,METHYSERGIDE,HTR2B,CAS,18,6.3,0.1,150.0,8.200659450546418,6.823908740944319,10.0
134,P43115,methysergide,EP<sub>3</sub> receptor,METHYSERGIDE,PTGER3,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
134,P46098,methysergide,5-HT<sub>3</sub>A,METHYSERGIDE,HTR3A,CAS,10,10000.0,10000.0,10000.0,5.0,5.0,5.0
134,P47898,methysergide,5-HT<sub>5A</sub> receptor,METHYSERGIDE,HTR5A,CAS,9,194.98,63.0,10000.0,6.710009933945681,5.0,7.200659450546418
134,P50406,methysergide,5-HT<sub>6</sub> receptor,METHYSERGIDE,HTR6,CAS,11,180.0,12.58,398.1071705535,6.7447274948966935,6.399999999999997,7.90031935889075
134,Q01959,methysergide,DAT,METHYSERGIDE,SLC6A3,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
134,Q13255,methysergide,mGlu<sub>1</sub> receptor,METHYSERGIDE,GRM1,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
134,Q14416,methysergide,mGlu<sub>2</sub> receptor,METHYSERGIDE,GRM2,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
134,Q14833,methysergide,mGlu<sub>4</sub> receptor,METHYSERGIDE,GRM4,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
1340,P08913,MCL0129,&alpha;<sub>2A</sub>-adrenoceptor,MCL0129,ADRA2A,NAME,1,1000.0,1000.0,1000.0,6.0,6.0,6.0
1340,P14416,MCL0129,D<sub>2</sub> receptor,MCL0129,DRD2,NAME,1,1000.0,1000.0,1000.0,6.0,6.0,6.0
1340,P18825,MCL0129,&alpha;<sub>2C</sub>-adrenoceptor,MCL0129,ADRA2C,NAME,1,1000.0,1000.0,1000.0,6.0,6.0,6.0
1340,P31645,MCL0129,SERT,MCL0129,SLC6A4,NAME,1,383.0,383.0,383.0,6.416801226031377,6.416801226031377,6.416801226031377
1340,P34998,MCL0129,CRF<sub>1</sub> receptor,MCL0129,CRHR1,NAME,1,1000.0,1000.0,1000.0,6.0,6.0,6.0
1340,P35372,MCL0129,&mu; receptor,MCL0129,OPRM1,NAME,1,1000.0,1000.0,1000.0,6.0,6.0,6.0
1340,P41143,MCL0129,&delta; receptor,MCL0129,OPRD1,NAME,1,1000.0,1000.0,1000.0,6.0,6.0,6.0
1348,P48039,GR 128107,MT<sub>1</sub> receptor,GR 128107,MTNR1A,NAME,1,90.4,90.4,90.4,7.043831569524636,7.043831569524636,7.043831569524636
1348,P49286,GR 128107,MT<sub>2</sub> receptor,GR 128107,MTNR1B,NAME,1,0.8,0.8,0.8,9.096910013008056,9.096910013008056,9.096910013008056
1349,P48039,GR 196429,MT<sub>1</sub> receptor,GR 196429,MTNR1A,NAME,2,1.22,0.14,2.3,9.246072064152084,8.638272163982407,9.853871964321762
1349,P49286,GR 196429,MT<sub>2</sub> receptor,GR 196429,MTNR1B,NAME,2,0.32,0.16,0.48,9.557319389984244,9.318758762624412,9.795880017344075
13498,P31645,lobeline,SERT,Lobeline,SLC6A4,NAME,2,10000.0,10000.0,10000.0,5.0,5.0,5.0
13498,Q01959,lobeline,DAT,Lobeline,SLC6A3,NAME,1,5400.0,5400.0,5400.0,5.267606240177031,5.267606240177031,5.267606240177031
13498,Q05940,lobeline,Vesicular monoamine transporter 2,Lobeline,SLC18A2,NAME,2,4110.0,2760.0,5460.0,5.410949137615022,5.262807357295262,5.559090917934782
135,P08908,mianserin,5-HT<sub>1A</sub> receptor,MIANSERIN,HTR1A,CAS,4,506.43,398.1,2592.0,6.295515583819396,5.586365002801444,6.400007822415902
135,P08913,mianserin,&alpha;<sub>2A</sub>-adrenoceptor,MIANSERIN,ADRA2A,CAS,3,5.2,4.8,46.0,8.2839966563652,7.337242168318426,8.318758762624412
135,P14416,mianserin,D<sub>2</sub> receptor,MIANSERIN,DRD2,CAS,13,1700.0,620.0,10000.0,5.769551078621726,5.0,6.207608310501746
135,P18089,mianserin,&alpha;<sub>2B</sub>-adrenoceptor,MIANSERIN,ADRA2B,CAS,3,27.0,14.0,46.0,7.568636235841012,7.337242168318426,7.853871964321762
135,P18825,mianserin,&alpha;<sub>2C</sub>-adrenoceptor,MIANSERIN,ADRA2C,CAS,5,5.1,3.8,262.0,8.292429823902063,6.581698708680255,8.42021640338319
135,P21728,mianserin,D<sub>1</sub> receptor,MIANSERIN,DRD1,CAS,5,426.0,161.0,2500.0,6.370590400897282,5.6020599913279625,6.79317412396815
135,P28221,mianserin,5-HT<sub>1D</sub> receptor,MIANSERIN,HTR1D,CAS,11,398.0,30.0,480.0,6.400116927926312,6.318758762624412,7.522878745280337
135,P28222,mianserin,5-HT<sub>1B</sub> receptor,MIANSERIN,HTR1B,CAS,6,6170.0,2801.0,10000.0,5.209714835966759,5.0,5.552686891176432
135,P28223,mianserin,5-HT<sub>2A</sub> receptor,MIANSERIN,HTR2A,CAS,32,4.449999999999999,0.55,56.0,8.351886856369418,7.251811972993799,9.259637310505756
135,P28335,mianserin,5-HT<sub>2C</sub> receptor,MIANSERIN,HTR2C,CAS,39,6.3095734448019,0.4,1258.9254117942,8.200000000000003,5.899999999999989,9.397940008672037
135,P30939,mianserin,5-HT<sub>1F</sub> receptor,MIANSERIN,HTR1F,CAS,2,56.29,12.58,100.0,7.450159679445375,7.0,7.90031935889075
135,P31645,mianserin,SERT,MIANSERIN,SLC6A4,CAS,4,3450.0,1000.0,10000.0,5.467771005386541,5.0,6.0
135,P34969,mianserin,5-HT<sub>7</sub> receptor,MIANSERIN,HTR7,CAS,13,100.0,36.9,10000.0,7.0,5.0,7.432973633840939
135,P35367,mianserin,H<sub>1</sub> receptor,MIANSERIN|MIANSERIN (+)|MIANSERIN (-),HRH1,CAS,9,1.7,0.3,10000.0,8.769551078621726,5.0,9.522878745280337
135,P35462,mianserin,D<sub>3</sub> receptor,MIANSERIN,DRD3,CAS,1,2841.0,2841.0,2841.0,5.546528766277064,5.546528766277064,5.546528766277064
135,P41595,mianserin,5-HT<sub>2B</sub> receptor,MIANSERIN,HTR2B,CAS,14,15.986322173087,1.5848931924611,199.52,7.810028549988619,6.700013563865532,8.800000000000004
135,P46098,mianserin,5-HT<sub>3</sub>A,MIANSERIN,HTR3A,CAS,6,67.3,5.8,300.0,7.172334720995329,6.522878745280337,8.236572006437063
135,P50406,mianserin,5-HT<sub>6</sub> receptor,MIANSERIN,HTR6,CAS,14,47.90936168136351,3.2359365692963,123.02,7.3200418999650765,6.910024277312271,8.489999999999998
135,Q01959,mianserin,DAT,MIANSERIN,SLC6A3,CAS,3,10000.0,9400.0,16200.0,5.0,4.790484985457369,5.026872146400301
135,Q13639,mianserin,5-HT<sub>4</sub> receptor,MIANSERIN,HTR4,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
135,Q9H3N8,mianserin,H<sub>4</sub> receptor,MIANSERIN,HRH4,CAS,1,750.0,750.0,750.0,6.1249387366083,6.1249387366083,6.1249387366083
136,P08908,rauwolscine,5-HT<sub>1A</sub> receptor,RAUWOLSCINE,HTR1A,NAME,1,1500.0,1500.0,1500.0,5.823908740944319,5.823908740944319,5.823908740944319
136,P08913,rauwolscine,&alpha;<sub>2A</sub>-adrenoceptor,RAUWOLSCINE,ADRA2A,NAME,8,0.8211322173087,0.32,36.30780547701,9.138273661756909,7.440000000000001,9.494850021680094
136,P18089,rauwolscine,&alpha;<sub>2B</sub>-adrenoceptor,RAUWOLSCINE,ADRA2B,NAME,6,0.45,0.32,4.59,9.346787486224656,8.338187314462738,9.494850021680094
136,P18825,rauwolscine,&alpha;<sub>2C</sub>-adrenoceptor,RAUWOLSCINE,ADRA2C,NAME,6,0.125,0.04,0.78,9.903437700822769,9.10790539730952,10.397940008672037
136,P28221,rauwolscine,5-HT<sub>1D</sub> receptor,RAUWOLSCINE,HTR1D,NAME,8,21.2,5.24,759.0,7.674360993000928,6.11975822410452,8.280668713016274
136,P28222,rauwolscine,5-HT<sub>1B</sub> receptor,RAUWOLSCINE,HTR1B,NAME,7,251.18,16.0,8700.0,6.60001494389755,5.060480747381382,7.795880017344075
136,P28223,rauwolscine,5-HT<sub>2A</sub> receptor,RAUWOLSCINE,HTR2A,NAME,2,270.2,252.0,288.4,6.5693021015855315,6.540004743952609,6.598599459218455
136,P28335,rauwolscine,5-HT<sub>2C</sub> receptor,RAUWOLSCINE,HTR2C,NAME,4,1582.4465962305499,645.65,1690.0,5.800671456522791,5.772113295386326,6.190002844637807
136,P28566,rauwolscine,5-ht<sub>1e</sub> receptor,RAUWOLSCINE,HTR1E,NAME,1,3434.0,3434.0,3434.0,5.4641997091751024,5.4641997091751024,5.4641997091751024
136,P41595,rauwolscine,5-HT<sub>2B</sub> receptor,RAUWOLSCINE,HTR2B,NAME,8,32.16,4.12,58.88,7.495010566396459,7.230032198670558,8.385102783966865
1363,P48039,luzindole,MT<sub>1</sub> receptor,Luzindole,MTNR1A,CAS,3,251.18,158.0,512.86,6.60001494389755,6.2900011719748115,6.801342913045577
1363,P49286,luzindole,MT<sub>2</sub> receptor,Luzindole,MTNR1B,CAS,4,12.835,10.2,26.91,7.895069647993646,7.570086302236246,7.991399828238082
1367,P41594,"3,5-DHPG",mGlu<sub>5</sub> receptor,"3,5-DHPG",GRM5,NAME,2,62.349999999999994,29.4,95.3,7.276279884474758,7.020907099361674,7.531652669587842
1368,Q14416,L-CCG-I,mGlu<sub>2</sub> receptor,L-CCG-I,GRM2,NAME,1,70.0,70.0,70.0,7.154901959985743,7.154901959985743,7.154901959985743
1369,O00222,L-glutamic acid,mGlu<sub>8</sub> receptor,Glutamate|L-Glutamate,GRM8,CAS,2,5010.0,20.0,10000.0,6.349485002168009,5.0,7.698970004336019
1369,O15303,L-glutamic acid,mGlu<sub>6</sub> receptor,Glutamate|L-Glutamate,GRM6,CAS,2,10000.0,10000.0,10000.0,5.0,5.0,5.0
1369,P14416,L-glutamic acid,D<sub>2</sub> receptor,Glutamate,DRD2,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
1369,P21554,L-glutamic acid,CB<sub>1</sub> receptor,Glutamate,CNR1,CAS,2,1000.0,1000.0,1000.0,6.0,6.0,6.0
1369,P21728,L-glutamic acid,D<sub>1</sub> receptor,Glutamate,DRD1,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
1369,P41594,L-glutamic acid,mGlu<sub>5</sub> receptor,Glutamate|L-Glutamate,GRM5,CAS,7,10000.0,27.0,10000.0,5.0,5.0,7.568636235841012
1369,P42263,L-glutamic acid,GluA3,Glutamate|L-Glutamate|L-glutamic acid,GRIA3,CAS|NAME,10,295.0,62.0,10000.0,6.5344135029951085,5.0,7.207608310501746
1369,Q13255,L-glutamic acid,mGlu<sub>1</sub> receptor,L-Glutamate,GRM1,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
1369,Q14416,L-glutamic acid,mGlu<sub>2</sub> receptor,Glutamate|L-Glutamate,GRM2,CAS,5,4000.0,1100.0,10000.0,5.3979400086720375,5.0,5.958607314841775
1369,Q14831,L-glutamic acid,mGlu<sub>7</sub> receptor,Glutamate,GRM7,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
1369,Q14832,L-glutamic acid,mGlu<sub>3</sub> receptor,Glutamate,GRM3,CAS,1,4000.0,4000.0,4000.0,5.3979400086720375,5.3979400086720375,5.3979400086720375
1369,Q14833,L-glutamic acid,mGlu<sub>4</sub> receptor,Glutamate,GRM4,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
1369,Q16099,L-glutamic acid,GluK4,L-Glutamate,GRIK4,CAS,1,18.3,18.3,18.3,7.73754891026957,7.73754891026957,7.73754891026957
1371,O15303,ibotenic acid,mGlu<sub>6</sub> receptor,Ibotenate,GRM6,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
1371,Q14416,ibotenic acid,mGlu<sub>2</sub> receptor,Ibotenate|Ibotenic acid,GRM2,CAS|NAME,4,10000.0,10000.0,10000.0,5.0,5.0,5.0
1371,Q14832,ibotenic acid,mGlu<sub>3</sub> receptor,Ibotenate,GRM3,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
1371,Q14833,ibotenic acid,mGlu<sub>4</sub> receptor,Ibotenate,GRM4,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
1372,O15303,quisqualate,mGlu<sub>6</sub> receptor,Quisqualate,GRM6,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
1372,P41594,quisqualate,mGlu<sub>5</sub> receptor,Quisqualate,GRM5,CAS,6,10000.0,47.6,10000.0,5.0,5.0,7.3223930472795065
1372,P42263,quisqualate,GluA3,Quisqualate,GRIA3,CAS,1,80.0,80.0,80.0,7.096910013008056,7.096910013008056,7.096910013008056
1372,Q14416,quisqualate,mGlu<sub>2</sub> receptor,Quisqualate,GRM2,CAS,2,10000.0,10000.0,10000.0,5.0,5.0,5.0
1372,Q14832,quisqualate,mGlu<sub>3</sub> receptor,Quisqualate,GRM3,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
1372,Q16099,quisqualate,GluK4,Quisqualate,GRIK4,CAS,1,6.43,6.43,6.43,8.191789027075778,8.191789027075778,8.191789027075778
1376,Q14416,AIDA,mGlu<sub>2</sub> receptor,AIDA,GRM2,NAME,1,1100.0,1100.0,1100.0,5.958607314841775,5.958607314841775,5.958607314841775
1377,Q14416,DCG-IV,mGlu<sub>2</sub> receptor,DCG-IV,GRM2,NAME,2,180.0,60.0,300.0,6.872363747448347,6.522878745280337,7.221848749616356
1377,Q14832,DCG-IV,mGlu<sub>3</sub> receptor,DCG-IV,GRM3,NAME,1,200.0,200.0,200.0,6.698970004336019,6.698970004336019,6.698970004336019
1378,Q14416,LY341495,mGlu<sub>2</sub> receptor,LY341495,GRM2,NAME,1,10.0,10.0,10.0,8.0,8.0,8.0
1381,Q13255,BAY 367620,mGlu<sub>1</sub> receptor,BAY36-7620,GRM1,NAME,1,160.0,160.0,160.0,6.795880017344075,6.795880017344075,6.795880017344075
13833,P14416,pridopidine,D<sub>2</sub> receptor,4-[3-(Methylsulfonyl)phenyl]-1-propylpiperidine,DRD2,SMILES,2,8760.5,7521.0,10000.0,5.06186220566106,5.0,5.1237244113221205
139,P28221,lysergic acid,5-HT<sub>1D</sub> receptor,LYSERGIC ACID,HTR1D,CAS,1,7.8,7.8,7.8,8.10790539730952,8.10790539730952,8.10790539730952
139,P28222,lysergic acid,5-HT<sub>1B</sub> receptor,LYSERGIC ACID,HTR1B,CAS,1,3.9,3.9,3.9,8.4089353929735,8.4089353929735,8.4089353929735
139,P28223,lysergic acid,5-HT<sub>2A</sub> receptor,LYSERGIC ACID,HTR2A,CAS,1,11.3,11.3,11.3,7.94692155651658,7.94692155651658,7.94692155651658
139,P28335,lysergic acid,5-HT<sub>2C</sub> receptor,LYSERGIC ACID,HTR2C,CAS,1,30.6,30.6,30.6,7.514278573518419,7.514278573518419,7.514278573518419
139,P28566,lysergic acid,5-ht<sub>1e</sub> receptor,LYSERGIC ACID,HTR1E,CAS,1,92.9,92.9,92.9,7.031984286006358,7.031984286006358,7.031984286006358
139,P30518,lysergic acid,V<sub>2</sub> receptor,LYSERGIC ACID,AVPR2,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
139,P34969,lysergic acid,5-HT<sub>7</sub> receptor,LYSERGIC ACID,HTR7,CAS,1,6.6,6.6,6.6,8.18045606445813,8.18045606445813,8.18045606445813
139,P41594,lysergic acid,mGlu<sub>5</sub> receptor,LYSERGIC ACID,GRM5,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
139,P41595,lysergic acid,5-HT<sub>2B</sub> receptor,LYSERGIC ACID,HTR2B,CAS,1,30.0,30.0,30.0,7.522878745280337,7.522878745280337,7.522878745280337
139,P46098,lysergic acid,5-HT<sub>3</sub>A,LYSERGIC ACID,HTR3A,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
139,P47898,lysergic acid,5-HT<sub>5A</sub> receptor,LYSERGIC ACID,HTR5A,CAS,2,1004.5,9.0,2000.0,6.872363747448347,5.698970004336019,8.045757490560675
139,P50406,lysergic acid,5-HT<sub>6</sub> receptor,LYSERGIC ACID,HTR6,CAS,1,6.9,6.9,6.9,8.161150909262744,8.161150909262744,8.161150909262744
139,Q13255,lysergic acid,mGlu<sub>1</sub> receptor,LYSERGIC ACID,GRM1,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
139,Q14416,lysergic acid,mGlu<sub>2</sub> receptor,LYSERGIC ACID,GRM2,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
14,P08908,GR 127935,5-HT<sub>1A</sub> receptor,GR 127935,HTR1A,NAME,3,71.7,63.09,80.0,7.1444808443322,7.096910013008056,7.200039472594017
14,P28221,GR 127935,5-HT<sub>1D</sub> receptor,GR 127935,HTR1D,NAME,7,2.1,0.12,12.3,8.67778070526608,7.910094888560602,9.920818753952375
14,P28222,GR 127935,5-HT<sub>1B</sub> receptor,GR 127935,HTR1B,NAME,11,1.3,0.14,7.94,8.886056647693163,8.100179497572904,9.853871964321762
14,P28223,GR 127935,5-HT<sub>2A</sub> receptor,GR 127935,HTR2A,NAME,3,39.81,15.84,42.7,7.400007822415902,7.369572124974976,7.800244822746525
14,P28335,GR 127935,5-HT<sub>2C</sub> receptor,GR 127935,HTR2C,NAME,3,105.0,100.0,630.95,6.978810700930062,6.200005055311286,7.0
14,P28566,GR 127935,5-ht<sub>1e</sub> receptor,GR 127935,HTR1E,NAME,1,3981.07,3981.07,3981.07,5.40000018605658,5.40000018605658,5.40000018605658
14,P30939,GR 127935,5-HT<sub>1F</sub> receptor,GR 127935,HTR1F,NAME,1,398.1,398.1,398.1,6.400007822415902,6.400007822415902,6.400007822415902
14,P34969,GR 127935,5-HT<sub>7</sub> receptor,GR 127935,HTR7,NAME,2,5315.475,630.95,10000.0,5.6000025276556435,5.0,6.200005055311286
14,P41595,GR 127935,5-HT<sub>2B</sub> receptor,GR 127935,HTR2B,NAME,1,630.95,630.95,630.95,6.200005055311286,6.200005055311286,6.200005055311286
14,P46098,GR 127935,5-HT<sub>3</sub>A,GR 127935,HTR3A,NAME,1,6309.57,6309.57,6309.57,5.200000237109354,5.200000237109354,5.200000237109354
14,P47898,GR 127935,5-HT<sub>5A</sub> receptor,GR 127935,HTR5A,NAME,1,6309.57,6309.57,6309.57,5.200000237109354,5.200000237109354,5.200000237109354
14,P50406,GR 127935,5-HT<sub>6</sub> receptor,GR 127935,HTR6,NAME,2,5792.445,1584.89,10000.0,5.4000004374016015,5.0,5.800000874803203
14,Q13639,GR 127935,5-HT<sub>4</sub> receptor,GR 127935,HTR4,NAME,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
141,P08172,dimethyltryptamine,M<sub>2</sub> receptor,DMT,CHRM2,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
141,P08173,dimethyltryptamine,M<sub>4</sub> receptor,DMT,CHRM4,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
141,P08908,dimethyltryptamine,5-HT<sub>1A</sub> receptor,DMT,HTR1A,CAS,5,245.0,119.51,10000.0,6.610833915635467,5.0,6.922595753601902
141,P08912,dimethyltryptamine,M<sub>5</sub> receptor,DMT,CHRM5,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
141,P11229,dimethyltryptamine,M<sub>1</sub> receptor,DMT,CHRM1,CAS,1,10000.0,10000.0,10000.0,5.0,5.0,5.0
