Type,gtp_family_id,gtp_family_name,gtp_target_id,gtp_target_name,hgnc_symbol,target_uniprot
catalytic_receptor,320,Type I RTKs: ErbB (epidermal growth factor) receptor family,1799,erb-b2 receptor tyrosine kinase 4,ERBB4,Q15303
catalytic_receptor,324,Type IV RTKs: VEGF (vascular endothelial growth factor) receptor family,1812,fms related receptor tyrosine kinase 1,FLT1,P17948
catalytic_receptor,324,Type IV RTKs: VEGF (vascular endothelial growth factor) receptor family,1813,kinase insert domain receptor,KDR,P35968
catalytic_receptor,324,Type IV RTKs: VEGF (vascular endothelial growth factor) receptor family,1814,fms related receptor tyrosine kinase 4,FLT4,P35916
catalytic_receptor,793,Type IX RTKs: MuSK,1847,muscle associated receptor tyrosine kinase,MUSK,O15146
catalytic_receptor,332,Type VIII RTKs: ROR family ,1845,receptor tyrosine kinase like orphan receptor 1,ROR1,Q01973
catalytic_receptor,332,Type VIII RTKs: ROR family ,1846,receptor tyrosine kinase like orphan receptor 2,ROR2,Q01974
catalytic_receptor,326,Type VII RTKs: Neurotrophin receptor/Trk family,1817,neurotrophic receptor tyrosine kinase 1,NTRK1,P04629
catalytic_receptor,326,Type VII RTKs: Neurotrophin receptor/Trk family,1818,neurotrophic receptor tyrosine kinase 2,NTRK2,Q16620
catalytic_receptor,326,Type VII RTKs: Neurotrophin receptor/Trk family,1819,neurotrophic receptor tyrosine kinase 3,NTRK3,Q16288
catalytic_receptor,792,Type VI RTKs: PTK7/CCK4,1848,protein tyrosine kinase 7 (inactive),PTK7,Q13308
catalytic_receptor,323,Type V RTKs: FGF (fibroblast growth factor) receptor family,1808,fibroblast growth factor receptor 1,FGFR1,P11362
catalytic_receptor,323,Type V RTKs: FGF (fibroblast growth factor) receptor family,1809,fibroblast growth factor receptor 2,FGFR2,P21802
catalytic_receptor,323,Type V RTKs: FGF (fibroblast growth factor) receptor family,1810,fibroblast growth factor receptor 3,FGFR3,P22607
catalytic_receptor,323,Type V RTKs: FGF (fibroblast growth factor) receptor family,1811,fibroblast growth factor receptor 4,FGFR4,P22455
catalytic_receptor,327,Type XIII RTKs: Ephrin receptor family,1821,EPH receptor A1,EPHA1,P21709
catalytic_receptor,327,Type XIII RTKs: Ephrin receptor family,1822,EPH receptor A2,EPHA2,P29317
catalytic_receptor,327,Type XIII RTKs: Ephrin receptor family,1823,EPH receptor A3,EPHA3,P29320
catalytic_receptor,327,Type XIII RTKs: Ephrin receptor family,1824,EPH receptor A4,EPHA4,P54764
catalytic_receptor,327,Type XIII RTKs: Ephrin receptor family,1825,EPH receptor A5,EPHA5,P54756
catalytic_receptor,327,Type XIII RTKs: Ephrin receptor family,1826,EPH receptor A6,EPHA6,Q9UF33
catalytic_receptor,327,Type XIII RTKs: Ephrin receptor family,1827,EPH receptor A7,EPHA7,Q15375
catalytic_receptor,327,Type XIII RTKs: Ephrin receptor family,1828,EPH receptor A8,EPHA8,P29322
catalytic_receptor,327,Type XIII RTKs: Ephrin receptor family,1829,EPH receptor A10,EPHA10,Q5JZY3
catalytic_receptor,327,Type XIII RTKs: Ephrin receptor family,1830,EPH receptor B1,EPHB1,P54762
catalytic_receptor,327,Type XIII RTKs: Ephrin receptor family,1831,EPH receptor B2,EPHB2,P29323
catalytic_receptor,327,Type XIII RTKs: Ephrin receptor family,1832,EPH receptor B3,EPHB3,P54753
catalytic_receptor,327,Type XIII RTKs: Ephrin receptor family,1833,EPH receptor B4,EPHB4,P54760
catalytic_receptor,327,Type XIII RTKs: Ephrin receptor family,1834,EPH receptor B6,EPHB6,O15197
catalytic_receptor,330,Type XII RTKs: TIE family of angiopoietin receptors,1841,tyrosine kinase with immunoglobulin like and EGF like domains 1,TIE1,P35590
catalytic_receptor,330,Type XII RTKs: TIE family of angiopoietin receptors,1842,TEK receptor tyrosine kinase,TEK,Q02763
catalytic_receptor,328,"Type XI RTKs: TAM (TYRO3-, AXL- and MER-TK) receptor family",1835,AXL receptor tyrosine kinase,AXL,P30530
catalytic_receptor,328,"Type XI RTKs: TAM (TYRO3-, AXL- and MER-TK) receptor family",1836,TYRO3 protein tyrosine kinase,TYRO3,Q06418
catalytic_receptor,328,"Type XI RTKs: TAM (TYRO3-, AXL- and MER-TK) receptor family",1837,"MER proto-oncogene, tyrosine kinase",MERTK,Q12866
catalytic_receptor,794,Type XIV RTKs: RET,2185,ret proto-oncogene,RET,P07949
catalytic_receptor,329,Type XIX RTKs: Leukocyte tyrosine kinase (LTK) receptor family,1838,leukocyte receptor tyrosine kinase,LTK,P29376
catalytic_receptor,329,Type XIX RTKs: Leukocyte tyrosine kinase (LTK) receptor family,1839,ALK receptor tyrosine kinase,ALK,Q9UM73
catalytic_receptor,325,Type X RTKs: HGF (hepatocyte growth factor) receptor family,1815,"MET proto-oncogene, receptor tyrosine kinase",MET,P08581
catalytic_receptor,325,Type X RTKs: HGF (hepatocyte growth factor) receptor family,1816,macrophage stimulating 1 receptor,MST1R,Q04912
catalytic_receptor,658,Type XVIII RTKs: LMR family,1922,apoptosis associated tyrosine kinase,AATK,Q6ZMQ8
catalytic_receptor,658,Type XVIII RTKs: LMR family,2056,lemur tyrosine kinase 2,LMTK2,Q8IWU2
catalytic_receptor,658,Type XVIII RTKs: LMR family,2057,lemur tyrosine kinase 3,LMTK3,Q96Q04
catalytic_receptor,796,Type XVII RTKs: ROS receptors,1840,"c-ros oncogene 1, receptor tyrosine kinase",ROS1,P08922
catalytic_receptor,331,Type XVI RTKs: DDR (collagen receptor) family,1843,discoidin domain receptor tyrosine kinase 1,DDR1,Q08345
catalytic_receptor,331,Type XVI RTKs: DDR (collagen receptor) family,1844,discoidin domain receptor tyrosine kinase 2,DDR2,Q16832
catalytic_receptor,795,Type XV RTKs: RYK,1849,receptor like tyrosine kinase,RYK,P34925
catalytic_receptor,668,Type XX RTKs: STYK1,2229,serine/threonine/tyrosine kinase 1,STYK1,Q6J9G0
enzyme,922,1.1.1.42 Isocitrate dehydrogenases,2884,isocitrate dehydrogenase (NADP(+)) 1,IDH1,O75874
enzyme,922,1.1.1.42 Isocitrate dehydrogenases,2885,isocitrate dehydrogenase (NADP(+)) 2,IDH2,P48735
enzyme,899,1.13.11.- Dioxygenases,2829,"indoleamine 2,3-dioxygenase 1",IDO1,P14902
enzyme,899,1.13.11.- Dioxygenases,3019,"indoleamine 2,3-dioxygenase 2",IDO2,Q6ZQW0
enzyme,899,1.13.11.- Dioxygenases,2887,"tryptophan 2,3-dioxygenase",TDO2,P48775
enzyme,869,1.14.11.- Histone demethylases,2669,lysine demethylase 1A,KDM1A,O60341
enzyme,869,1.14.11.- Histone demethylases,2670,lysine demethylase 1B,KDM1B,Q8NB78
enzyme,869,1.14.11.- Histone demethylases,2671,lysine demethylase 2A,KDM2A,Q9Y2K7
enzyme,869,1.14.11.- Histone demethylases,2672,lysine demethylase 2B,KDM2B,Q8NHM5
enzyme,869,1.14.11.- Histone demethylases,2673,lysine demethylase 3A,KDM3A,Q9Y4C1
enzyme,869,1.14.11.- Histone demethylases,2674,lysine demethylase 3B,KDM3B,Q7LBC6
enzyme,869,1.14.11.- Histone demethylases,2675,lysine demethylase 4A,KDM4A,O75164
enzyme,869,1.14.11.- Histone demethylases,2676,lysine demethylase 4B,KDM4B,O94953
enzyme,869,1.14.11.- Histone demethylases,2677,lysine demethylase 4C,KDM4C,Q9H3R0
enzyme,869,1.14.11.- Histone demethylases,2678,lysine demethylase 4D,KDM4D,Q6B0I6
enzyme,869,1.14.11.- Histone demethylases,2679,lysine demethylase 4E,KDM4E,B2RXH2
enzyme,869,1.14.11.- Histone demethylases,2680,lysine demethylase 5A,KDM5A,P29375
enzyme,869,1.14.11.- Histone demethylases,2681,lysine demethylase 5B,KDM5B,Q9UGL1
enzyme,869,1.14.11.- Histone demethylases,2682,lysine demethylase 5C,KDM5C,P41229
enzyme,869,1.14.11.- Histone demethylases,2683,lysine demethylase 5D,KDM5D,Q9BY66
enzyme,869,1.14.11.- Histone demethylases,2684,lysine demethylase 6A,KDM6A,O15550
enzyme,869,1.14.11.- Histone demethylases,2685,lysine demethylase 6B,KDM6B,O15054
enzyme,869,1.14.11.- Histone demethylases,2686,lysine demethylase 7A,KDM7A,Q6ZMT4
enzyme,869,1.14.11.- Histone demethylases,2687,lysine demethylase 8,KDM8,Q8N371
enzyme,869,1.14.11.- Histone demethylases,2697,PHD finger protein 2,PHF2,O75151
enzyme,869,1.14.11.- Histone demethylases,2698,PHD finger protein 8,PHF8,Q9UPP1
enzyme,869,1.14.11.- Histone demethylases,2892,"jumonji domain containing 6, arginine demethylase and lysine hydroxylase",JMJD6,Q6NYC1
enzyme,923,1.14.13.9 Kynurenine 3-monooxygenase,2886,kynurenine 3-monooxygenase,KMO,O15229
enzyme,877,1.17.4.1 Ribonucleoside-diphosphate reductases,2630,ribonucleotide reductase catalytic subunit M1,RRM1,P23921
enzyme,877,1.17.4.1 Ribonucleoside-diphosphate reductases,2631,ribonucleotide reductase regulatory subunit M2,RRM2,P31350
enzyme,877,1.17.4.1 Ribonucleoside-diphosphate reductases,2754,ribonucleotide reductase regulatory TP53 inducible subunit M2B,RRM2B,Q7LG56
enzyme,1068,1.2.3.1 Aldehyde oxidase,3186,aldehyde oxidase 1,AOX1,Q06278
enzyme,912,1.4.3.13 Lysyl oxidases,3097,lysyl oxidase,LOX,P28300
enzyme,912,1.4.3.13 Lysyl oxidases,2853,lysyl oxidase like 2,LOXL2,Q9Y4K0
enzyme,840,1.-.-.- Oxidoreductases,2595,aldehyde dehydrogenase 2 family member,ALDH2,P05091
enzyme,840,1.-.-.- Oxidoreductases,2768,aldo-keto reductase family 1 member B,AKR1B1,P15121
enzyme,840,1.-.-.- Oxidoreductases,2767,amine oxidase copper containing 3,AOC3,Q16853
enzyme,840,1.-.-.- Oxidoreductases,2979,catalase,CAT,P04040
enzyme,840,1.-.-.- Oxidoreductases,3317,cysteine dioxygenase type 1,CDO1,Q16878
enzyme,840,1.-.-.- Oxidoreductases,2603,dihydrofolate reductase,DHFR,P00374
enzyme,840,1.-.-.- Oxidoreductases,2604,dihydroorotate dehydrogenase (quinone),DHODH,Q02127
enzyme,840,1.-.-.- Oxidoreductases,2613,glutathione-disulfide reductase,GSR,P00390
enzyme,840,1.-.-.- Oxidoreductases,2622,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2",HSD3B2,P26439
enzyme,840,1.-.-.- Oxidoreductases,2621,4-hydroxyphenylpyruvate dioxygenase,HPD,P32754
enzyme,840,1.-.-.- Oxidoreductases,2763,hydroxysteroid 11-beta dehydrogenase 1,HSD11B1,P28845
enzyme,840,1.-.-.- Oxidoreductases,3143,hydroxysteroid 11-beta dehydrogenase 2,HSD11B2,P80365
enzyme,840,1.-.-.- Oxidoreductases,3094,hydroxysteroid 17-beta dehydrogenase 2,HSD17B2,P37059
enzyme,840,1.-.-.- Oxidoreductases,3222,hydroxysteroid 17-beta dehydrogenase 13,HSD17B13,Q7Z5P4
enzyme,840,1.-.-.- Oxidoreductases,2624,inosine monophosphate dehydrogenase 1,IMPDH1,P20839
enzyme,840,1.-.-.- Oxidoreductases,2625,inosine monophosphate dehydrogenase 2,IMPDH2,P12268
enzyme,840,1.-.-.- Oxidoreductases,2789,myeloperoxidase,MPO,P05164
enzyme,840,1.-.-.- Oxidoreductases,3020,sepiapterin reductase,SPR,P35270
enzyme,840,1.-.-.- Oxidoreductases,2633,steroid 5 alpha-reductase 2,SRD5A2,P31213
enzyme,840,1.-.-.- Oxidoreductases,2643,tyrosinase,TYR,P14679
enzyme,840,1.-.-.- Oxidoreductases,2645,vitamin K epoxide reductase complex subunit 1,VKORC1,Q9BQB6
enzyme,840,1.-.-.- Oxidoreductases,2646,xanthine dehydrogenase,XDH,P47989
enzyme,913,1-phosphatidylinositol-3-phosphate 5-kinase family,2857,"phosphoinositide kinase, FYVE-type zinc finger containing",PIKFYVE,Q9Y2I7
enzyme,638,1-phosphatidylinositol 4-kinase family,2148,phosphatidylinositol 4-kinase alpha,PI4KA,P42356
enzyme,638,1-phosphatidylinositol 4-kinase family,2149,phosphatidylinositol 4-kinase beta,PI4KB,Q9UBF8
enzyme,871,2.1.1.43 Histone methyltransferases (HMTs),2648,ASH1 like histone lysine methyltransferase,ASH1L,Q9NR48
enzyme,871,2.1.1.43 Histone methyltransferases (HMTs),2650,DOT1 like histone lysine methyltransferase,DOT1L,Q8TEK3
enzyme,871,2.1.1.43 Histone methyltransferases (HMTs),2651,euchromatic histone lysine methyltransferase 1,EHMT1,Q9H9B1
enzyme,871,2.1.1.43 Histone methyltransferases (HMTs),2652,euchromatic histone lysine methyltransferase 2,EHMT2,Q96KQ7
enzyme,871,2.1.1.43 Histone methyltransferases (HMTs),2835,enhancer of zeste 1 polycomb repressive complex 2 subunit,EZH1,Q92800
enzyme,871,2.1.1.43 Histone methyltransferases (HMTs),2654,enhancer of zeste 2 polycomb repressive complex 2 subunit,EZH2,Q15910
enzyme,871,2.1.1.43 Histone methyltransferases (HMTs),2689,lysine methyltransferase 2B,KMT2B,Q9UMN6
enzyme,871,2.1.1.43 Histone methyltransferases (HMTs),2688,lysine methyltransferase 2A,KMT2A,Q03164
enzyme,871,2.1.1.43 Histone methyltransferases (HMTs),2690,lysine methyltransferase 2C,KMT2C,Q8NEZ4
enzyme,871,2.1.1.43 Histone methyltransferases (HMTs),2691,lysine methyltransferase 2D,KMT2D,O14686
enzyme,871,2.1.1.43 Histone methyltransferases (HMTs),2692,lysine methyltransferase 2E (inactive),KMT2E,Q8IZD2
enzyme,871,2.1.1.43 Histone methyltransferases (HMTs),2704,lysine methyltransferase 5A,KMT5A,Q9NQR1
enzyme,871,2.1.1.43 Histone methyltransferases (HMTs),2717,lysine methyltransferase 5B,KMT5B,Q4FZB7
enzyme,871,2.1.1.43 Histone methyltransferases (HMTs),2718,lysine methyltransferase 5C,KMT5C,Q86Y97
enzyme,871,2.1.1.43 Histone methyltransferases (HMTs),2696,nuclear receptor binding SET domain protein 1,NSD1,Q96L73
enzyme,871,2.1.1.43 Histone methyltransferases (HMTs),3220,nuclear receptor binding SET domain protein 2,NSD2,O96028
enzyme,871,2.1.1.43 Histone methyltransferases (HMTs),2699,PR/SET domain 2,PRDM2,Q13029
enzyme,871,2.1.1.43 Histone methyltransferases (HMTs),2700,"SET domain containing 1A, histone lysine methyltransferase",SETD1A,O15047
enzyme,871,2.1.1.43 Histone methyltransferases (HMTs),2701,"SET domain containing 1B, histone lysine methyltransferase",SETD1B,Q9UPS6
enzyme,871,2.1.1.43 Histone methyltransferases (HMTs),2702,"SET domain containing 2, histone lysine methyltransferase",SETD2,Q9BYW2
enzyme,871,2.1.1.43 Histone methyltransferases (HMTs),2703,"SET domain containing 7, histone lysine methyltransferase",SETD7,Q8WTS6
enzyme,871,2.1.1.43 Histone methyltransferases (HMTs),2705,SET domain bifurcated histone lysine methyltransferase 1,SETDB1,Q15047
enzyme,871,2.1.1.43 Histone methyltransferases (HMTs),2706,SET domain bifurcated histone lysine methyltransferase 2,SETDB2,Q96T68
enzyme,871,2.1.1.43 Histone methyltransferases (HMTs),2714,SET and MYND domain containing 2,SMYD2,Q9NRG4
enzyme,871,2.1.1.43 Histone methyltransferases (HMTs),3313,SET and MYND domain containing 3,SMYD3,Q9H7B4
enzyme,871,2.1.1.43 Histone methyltransferases (HMTs),2715,SUV39H1 histone lysine methyltransferase,SUV39H1,O43463
enzyme,871,2.1.1.43 Histone methyltransferases (HMTs),2716,SUV39H2 histone lysine methyltransferase,SUV39H2,Q9H5I1
enzyme,843,2.1.1.- Methyltransferases,2642,thymidylate synthetase,TYMS,P04818
enzyme,843,2.1.1.- Methyltransferases,2605,DNA methyltransferase 1,DNMT1,P26358
enzyme,843,2.1.1.- Methyltransferases,2750,DNA (cytosine-5-)-methyltransferase 3&alpha;,DNMT3A,Q9Y6K1
enzyme,843,2.1.1.- Methyltransferases,3181,"methyltransferase 3, N6-adenosine-methyltransferase complex catalytic subunit",METTL3,Q86U44
enzyme,843,2.1.1.- Methyltransferases,3205,nicotinamide N-methyltransferase,NNMT,P40261
enzyme,254,2.1.1.- Protein arginine N-methyltransferases,1252,protein arginine methyltransferase 1 ,PRMT1,Q99873
enzyme,254,2.1.1.- Protein arginine N-methyltransferases,1253,protein arginine methyltransferase 2 ,PRMT2,P55345
enzyme,254,2.1.1.- Protein arginine N-methyltransferases,1254,protein arginine methyltransferase 3,PRMT3,O60678
enzyme,254,2.1.1.- Protein arginine N-methyltransferases,1255,coactivator associated arginine methyltransferase 1,CARM1,Q86X55
enzyme,254,2.1.1.- Protein arginine N-methyltransferases,1256,protein arginine methyltransferase 5 ,PRMT5,O14744
enzyme,254,2.1.1.- Protein arginine N-methyltransferases,1257,protein arginine methyltransferase 6,PRMT6,Q96LA8
enzyme,254,2.1.1.- Protein arginine N-methyltransferases,1258,protein arginine methyltransferase 7 ,PRMT7,Q9NVM4
enzyme,254,2.1.1.- Protein arginine N-methyltransferases,1259,protein arginine methyltransferase 8,PRMT8,Q9NR22
enzyme,254,2.1.1.- Protein arginine N-methyltransferases,1260,F-box protein 11,FBXO11,Q86XK2
enzyme,254,2.1.1.- Protein arginine N-methyltransferases,1261,protein arginine methyltransferase 9,PRMT9,Q6P2P2
enzyme,254,2.1.1.- Protein arginine N-methyltransferases,2655,F-box protein 10,FBXO10,Q9UK96
enzyme,846,"2.1.2.- Hydroxymethyl-, formyl- and related transferases",2612,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",GART,P22102
enzyme,872,2.3.1.48 Histone acetyltransferases (HATs),2649,clock circadian regulator,CLOCK,O15516
enzyme,872,2.3.1.48 Histone acetyltransferases (HATs),2653,elongator acetyltransferase complex subunit 3,ELP3,Q9H9T3
enzyme,872,2.3.1.48 Histone acetyltransferases (HATs),2656,general transcription factor IIIC subunit 4,GTF3C4,Q9UKN8
enzyme,872,2.3.1.48 Histone acetyltransferases (HATs),2657,histone acetyltransferase 1,HAT1,O14929
enzyme,872,2.3.1.48 Histone acetyltransferases (HATs),2663,jumonji domain containing 1C,JMJD1C,Q15652
enzyme,872,2.3.1.48 Histone acetyltransferases (HATs),2664,lysine acetyltransferase 5,KAT5,Q92993
enzyme,872,2.3.1.48 Histone acetyltransferases (HATs),2736,lysine acetyltransferase 2A,KAT2A,Q92830
enzyme,872,2.3.1.48 Histone acetyltransferases (HATs),2665,lysine acetyltransferase 6A,KAT6A,Q92794
enzyme,872,2.3.1.48 Histone acetyltransferases (HATs),2666,lysine acetyltransferase 6B,KAT6B,Q8WYB5
enzyme,872,2.3.1.48 Histone acetyltransferases (HATs),2737,lysine acetyltransferase 2B,KAT2B,Q92831
enzyme,872,2.3.1.48 Histone acetyltransferases (HATs),2667,lysine acetyltransferase 7,KAT7,O95251
enzyme,872,2.3.1.48 Histone acetyltransferases (HATs),2668,lysine acetyltransferase 8,KAT8,Q9H7Z6
enzyme,872,2.3.1.48 Histone acetyltransferases (HATs),2693,nuclear receptor coactivator 1,NCOA1,Q15788
enzyme,872,2.3.1.48 Histone acetyltransferases (HATs),2694,nuclear receptor coactivator 2,NCOA2,Q15596
enzyme,872,2.3.1.48 Histone acetyltransferases (HATs),2695,nuclear receptor coactivator 3,NCOA3,Q9Y6Q9
enzyme,844,2.3.1.-  Acyltransferases,2608,fatty acid synthase,FASN,P49327
enzyme,844,2.3.1.-  Acyltransferases,2821,diacylglycerol O-acyltransferase 1,DGAT1,O75907
enzyme,844,2.3.1.-  Acyltransferases,3211,diacylglycerol O-acyltransferase 2,DGAT2,Q96PD7
enzyme,844,2.3.1.-  Acyltransferases,2881,monoacylglycerol O-acyltransferase 2,MOGAT2,Q3SYC2
enzyme,844,2.3.1.-  Acyltransferases,3144,N-acetyltransferase 8 like,NAT8L,Q8N9F0
enzyme,844,2.3.1.-  Acyltransferases,3271,zDHHC palmitoyltransferase 3,ZDHHC3,Q9NYG2
enzyme,844,2.3.1.-  Acyltransferases,3188,zDHHC palmitoyltransferase 6,ZDHHC6,Q9H6R6
enzyme,1003,2.3.2.13 Transglutaminases,3015,transglutaminase 2,TGM2,P21980
enzyme,979,2.3.2.27 RING-type E3 ubiquitin transferase,2967,tripartite motif containing 21,TRIM21,P19474
enzyme,979,2.3.2.27 RING-type E3 ubiquitin transferase,2984,tripartite motif containing 38,TRIM38,O00635
enzyme,908,2.4.2.1 Purine-nucleoside phosphorylase,2841,purine nucleoside phosphorylase,PNP,P00491
enzyme,1031,2.5.1.18 Glutathione transferases,3110,glutathione S-transferase omega 1,GSTO1,P78417
enzyme,898,2.5.1.58 Protein farnesyltransferase,2825,"farnesyltransferase, CAAX box, subunit alpha",FNTA,P49354
enzyme,898,2.5.1.58 Protein farnesyltransferase,2826,"farnesyltransferase, CAAX box, subunit beta",FNTB,P49356
enzyme,926,2.6.1.42 Branched-chain-amino-acid transaminase,3210,branched chain amino acid transaminase 1,BCAT1,P54687
enzyme,926,2.6.1.42 Branched-chain-amino-acid transaminase,2893,branched chain amino acid transaminase 2,BCAT2,O15382
enzyme,944,2-Acylglycerol ester turnover,1396,diacylglycerol lipase &alpha;,DAGLA,Q9Y4D2
enzyme,944,2-Acylglycerol ester turnover,1397,diacylglycerol lipase &beta;,DAGLB,Q8NCG7
enzyme,944,2-Acylglycerol ester turnover,1399,monoacylglycerol lipase,MGLL,Q99685
enzyme,944,2-Acylglycerol ester turnover,3147,&alpha;&beta;-Hydrolase 2,ABHD2,P08910
enzyme,944,2-Acylglycerol ester turnover,2919,&alpha;&beta;-Hydrolase 6,ABHD6,Q9BV23
enzyme,944,2-Acylglycerol ester turnover,3070,&alpha;&beta;-Hydrolase 12,ABHD12,Q8N2K0
enzyme,850,3.1.1.- Carboxylic Ester Hydrolases,2873,acyloxyacyl hydrolase,AOAH,P28039
enzyme,850,3.1.1.- Carboxylic Ester Hydrolases,2762,asparaginase,ASPG,Q86U10
enzyme,850,3.1.1.- Carboxylic Ester Hydrolases,2872,carboxyl ester lipase,CEL,P19835
enzyme,850,3.1.1.- Carboxylic Ester Hydrolases,2626,"lipase, gastric",LIPF,P07098
enzyme,850,3.1.1.- Carboxylic Ester Hydrolases,2875,protein phosphatase methylesterase 1,PPME1,Q9Y570
enzyme,850,3.1.1.- Carboxylic Ester Hydrolases,2874,"RB binding protein 9, serine hydrolase",RBBP9,O75884
enzyme,880,3.1.-.- Ester bond enzymes,2765,galactosamine (N-acetyl)-6-sulfatase,GALNS,P34059
enzyme,880,3.1.-.- Ester bond enzymes,3199,palmitoyl-protein thioesterase 1,PPT1,P50897
enzyme,841,3.2.1.- Glycosidases,2596,amylase alpha 2A,AMY2A,P04746
enzyme,841,3.2.1.- Glycosidases,2611,alpha glucosidase,GAA,P10253
enzyme,841,3.2.1.- Glycosidases,2978,glucosylceramidase beta,GBA1,P04062
enzyme,841,3.2.1.- Glycosidases,2627,maltase-glucoamylase,MGAM,O43451
enzyme,841,3.2.1.- Glycosidases,2996,heparanase,HPSE,Q9Y251
enzyme,841,3.2.1.- Glycosidases,3146,klotho,KL,Q9UEF7
enzyme,909,3.4.21.46 Complement factor D,2842,complement factor D,CFD,P00746
enzyme,925,3.5.1.2 Glutaminases,2891,glutaminase,GLS,O94925
enzyme,848,3.5.1.- Histone deacetylases (HDACs),2658,histone deacetylase 1,HDAC1,Q13547
enzyme,848,3.5.1.- Histone deacetylases (HDACs),2616,histone deacetylase 2,HDAC2,Q92769
enzyme,848,3.5.1.- Histone deacetylases (HDACs),2617,histone deacetylase 3,HDAC3,O15379
enzyme,848,3.5.1.- Histone deacetylases (HDACs),2659,histone deacetylase 4,HDAC4,P56524
enzyme,848,3.5.1.- Histone deacetylases (HDACs),2660,histone deacetylase 5,HDAC5,Q9UQL6
enzyme,848,3.5.1.- Histone deacetylases (HDACs),2618,histone deacetylase 6,HDAC6,Q9UBN7
enzyme,848,3.5.1.- Histone deacetylases (HDACs),2661,histone deacetylase 7,HDAC7,Q8WUI4
enzyme,848,3.5.1.- Histone deacetylases (HDACs),2619,histone deacetylase 8,HDAC8,Q9BY41
enzyme,848,3.5.1.- Histone deacetylases (HDACs),2620,histone deacetylase 9,HDAC9,Q9UKV0
enzyme,848,3.5.1.- Histone deacetylases (HDACs),2614,histone deacetylase 10,HDAC10,Q969S8
enzyme,848,3.5.1.- Histone deacetylases (HDACs),2615,histone deacetylase 11,HDAC11,Q96DB2
enzyme,848,3.5.1.- Histone deacetylases (HDACs),2707,sirtuin 1,SIRT1,Q96EB6
enzyme,848,3.5.1.- Histone deacetylases (HDACs),2708,sirtuin 2,SIRT2,Q8IXJ6
enzyme,848,3.5.1.- Histone deacetylases (HDACs),2709,sirtuin 3,SIRT3,Q9NTG7
enzyme,848,3.5.1.- Histone deacetylases (HDACs),2710,sirtuin 4,SIRT4,Q9Y6E7
enzyme,848,3.5.1.- Histone deacetylases (HDACs),2711,sirtuin 5,SIRT5,Q9NXA8
enzyme,848,3.5.1.- Histone deacetylases (HDACs),2712,sirtuin 6,SIRT6,Q8N6T7
enzyme,848,3.5.1.- Histone deacetylases (HDACs),2713,sirtuin 7,SIRT7,Q9NRC8
enzyme,918,3.5.3.15 Peptidyl arginine deiminases (PADI),2894,peptidyl arginine deiminase 1,PADI1,Q9ULC6
enzyme,918,3.5.3.15 Peptidyl arginine deiminases (PADI),2878,peptidyl arginine deiminase 3,PADI3,Q9ULW8
enzyme,918,3.5.3.15 Peptidyl arginine deiminases (PADI),2877,peptidyl arginine deiminase 4,PADI4,Q9UM07
enzyme,873,3.6.1.3 ATPases,2719,ATPase family AAA domain containing 2,ATAD2,Q6PL18
enzyme,873,3.6.1.3 ATPases,2720,ATPase family AAA domain containing 2B,ATAD2B,Q9ULI0
enzyme,1091,3.6.4.12 RecQ helicases family,3260,BLM RecQ like helicase,BLM,P54132
enzyme,1091,3.6.4.12 RecQ helicases family,3259,WRN RecQ like helicase,WRN,Q14191
enzyme,791,3-ketodihydrosphingosine reductase,2463,3-ketodihydrosphingosine reductase,KDSR,Q06136
enzyme,849,5.-.-.- Isomerases,2622,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2",HSD3B2,P26439
enzyme,849,5.-.-.- Isomerases,3293,protein disulfide isomerase family A member 3,PDIA3,P30101
enzyme,847,6.3.3.- Cyclo-ligases,2612,"phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase",GART,P22102
enzyme,726,A1: Pepsin,2330,beta-secretase 1,BACE1,P56817
enzyme,726,A1: Pepsin,2331,beta-secretase 2,BACE2,Q9Y5Z0
enzyme,726,A1: Pepsin,2345,cathepsin D,CTSD,P07339
enzyme,726,A1: Pepsin,2346,cathepsin E,CTSE,P14091
enzyme,726,A1: Pepsin,2390,pepsinogen A5,PGA5,P0DJD9
enzyme,726,A1: Pepsin,2391,progastricsin,PGC,P20142
enzyme,726,A1: Pepsin,2413,renin,REN,P00797
enzyme,727,A22: Presenilin,2402,presenilin 1,PSEN1,P49768
enzyme,727,A22: Presenilin,2403,presenilin 2,PSEN2,P49810
enzyme,933,AAA ATPases,3273,caseinolytic mitochondrial matrix peptidase proteolytic subunit,CLPP,Q16740
enzyme,933,AAA ATPases,2912,katanin catalytic subunit A1,KATNA1,O75449
enzyme,933,AAA ATPases,3180,"lon peptidase 1, mitochondrial",LONP1,P36776
enzyme,468,ABC1-A subfamily,1926,aarF domain containing kinase 2,ADCK2,Q7Z695
enzyme,469,ABC1-B subfamily,1925,aarF domain containing kinase 1,ADCK1,Q86TW2
enzyme,469,ABC1-B subfamily,1927,coenzyme Q8A,COQ8A,Q8NI60
enzyme,469,ABC1-B subfamily,1928,coenzyme Q8B,COQ8B,Q96D53
